candidate,party,office,district,town,votes,precinct
Mary Fay,Republican Party,U.S. House,1,Bristol,30,Bristol Eastern High School
Jim Griffin,Republican Party,U.S. House,1,Bristol,24,Bristol Eastern High School
Joe Biden,Democratic Party,President,,Bristol,77,Bristol Elks Club
Bernie Sanders,Democratic Party,President,,Bristol,17,Bristol Elks Club
Tulsi Gabbard,Democratic Party,President,,Bristol,2,Bristol Elks Club
Uncommitted,Democratic Party,President,,Bristol,2,Bristol Elks Club
Donald J. Trump,Republican Party,President,,Bristol,57,Bristol Elks Club
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,0,Bristol Elks Club
Uncommitted,Republican Party,President,,Bristol,3,Bristol Elks Club
Mary Fay,Republican Party,U.S. House,1,Bristol,37,Bristol Elks Club
Jim Griffin,Republican Party,U.S. House,1,Bristol,20,Bristol Elks Club
Joe Biden,Democratic Party,President,,Bristol,528,Chippens Hill Middle School
Bernie Sanders,Democratic Party,President,,Bristol,61,Chippens Hill Middle School
Tulsi Gabbard,Democratic Party,President,,Bristol,18,Chippens Hill Middle School
Uncommitted,Democratic Party,President,,Bristol,22,Chippens Hill Middle School
Donald J. Trump,Republican Party,President,,Bristol,229,Chippens Hill Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,17,Chippens Hill Middle School
Uncommitted,Republican Party,President,,Bristol,41,Chippens Hill Middle School
Mary Fay,Republican Party,U.S. House,1,Bristol,130,Chippens Hill Middle School
Jim Griffin,Republican Party,U.S. House,1,Bristol,133,Chippens Hill Middle School
Joe Biden,Democratic Party,President,,Bristol,1146,Edgewood School
Bernie Sanders,Democratic Party,President,,Bristol,138,Edgewood School
Tulsi Gabbard,Democratic Party,President,,Bristol,16,Edgewood School
Uncommitted,Democratic Party,President,,Bristol,50,Edgewood School
Donald J. Trump,Republican Party,President,,Bristol,274,Edgewood School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,38,Edgewood School
Uncommitted,Republican Party,President,,Bristol,59,Edgewood School
Mary Fay,Republican Party,U.S. House,1,Bristol,183,Edgewood School
Jim Griffin,Republican Party,U.S. House,1,Bristol,152,Edgewood School
Joe Biden,Democratic Party,President,,Bristol,115,Greene-Hills School
Bernie Sanders,Democratic Party,President,,Bristol,31,Greene-Hills School
Tulsi Gabbard,Democratic Party,President,,Bristol,4,Greene-Hills School
Uncommitted,Democratic Party,President,,Bristol,10,Greene-Hills School
Donald J. Trump,Republican Party,President,,Bristol,138,Greene-Hills School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,6,Greene-Hills School
Uncommitted,Republican Party,President,,Bristol,8,Greene-Hills School
Mary Fay,Republican Party,U.S. House,1,Bristol,68,Greene-Hills School
Jim Griffin,Republican Party,U.S. House,1,Bristol,70,Greene-Hills School
Joe Biden,Democratic Party,President,,Bristol,79,Mountain View School
Bernie Sanders,Democratic Party,President,,Bristol,22,Mountain View School
Tulsi Gabbard,Democratic Party,President,,Bristol,4,Mountain View School
Uncommitted,Democratic Party,President,,Bristol,10,Mountain View School
Donald J. Trump,Republican Party,President,,Bristol,90,Mountain View School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,2,Mountain View School
Uncommitted,Republican Party,President,,Bristol,4,Mountain View School
Mary Fay,Republican Party,U.S. House,1,Bristol,41,Mountain View School
Jim Griffin,Republican Party,U.S. House,1,Bristol,41,Mountain View School
Joe Biden,Democratic Party,President,,Bristol,107,Northeast School
Bernie Sanders,Democratic Party,President,,Bristol,11,Northeast School
Tulsi Gabbard,Democratic Party,President,,Bristol,8,Northeast School
Uncommitted,Democratic Party,President,,Bristol,13,Northeast School
Donald J. Trump,Republican Party,President,,Bristol,117,Northeast School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,3,Northeast School
Uncommitted,Republican Party,President,,Bristol,5,Northeast School
Mary Fay,Republican Party,U.S. House,1,Bristol,55,Northeast School
Jim Griffin,Republican Party,U.S. House,1,Bristol,55,Northeast School
Joe Biden,Democratic Party,President,,Bristol,892,Southside School
Bernie Sanders,Democratic Party,President,,Bristol,134,Southside School
Tulsi Gabbard,Democratic Party,President,,Bristol,16,Southside School
Uncommitted,Democratic Party,President,,Bristol,35,Southside School
Donald J. Trump,Republican Party,President,,Bristol,222,Southside School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,16,Southside School
Uncommitted,Republican Party,President,,Bristol,43,Southside School
Mary Fay,Republican Party,U.S. House,1,Bristol,126,Southside School
Jim Griffin,Republican Party,U.S. House,1,Bristol,126,Southside School
Joe Biden,Democratic Party,President,,Bristol,68,West Bristol School
Bernie Sanders,Democratic Party,President,,Bristol,13,West Bristol School
Tulsi Gabbard,Democratic Party,President,,Bristol,4,West Bristol School
Uncommitted,Democratic Party,President,,Bristol,4,West Bristol School
Donald J. Trump,Republican Party,President,,Bristol,101,West Bristol School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Bristol,5,West Bristol School
Uncommitted,Republican Party,President,,Bristol,8,West Bristol School
Mary Fay,Republican Party,U.S. House,1,Bristol,53,West Bristol School
Jim Griffin,Republican Party,U.S. House,1,Bristol,51,West Bristol School
Joe Biden,Democratic Party,President,,Brookfield,151,Brookfield High School
Bernie Sanders,Democratic Party,President,,Brookfield,14,Brookfield High School
Tulsi Gabbard,Democratic Party,President,,Brookfield,6,Brookfield High School
Uncommitted,Democratic Party,President,,Brookfield,2,Brookfield High School
Donald J. Trump,Republican Party,President,,Brookfield,215,Brookfield High School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Brookfield,7,Brookfield High School
Uncommitted,Republican Party,President,,Brookfield,19,Brookfield High School
Joe Biden,Democratic Party,President,,Brookfield,767,Huckleberry Hill School
Bernie Sanders,Democratic Party,President,,Brookfield,107,Huckleberry Hill School
Tulsi Gabbard,Democratic Party,President,,Brookfield,7,Huckleberry Hill School
Uncommitted,Democratic Party,President,,Brookfield,11,Huckleberry Hill School
Donald J. Trump,Republican Party,President,,Brookfield,313,Huckleberry Hill School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Brookfield,43,Huckleberry Hill School
Uncommitted,Republican Party,President,,Brookfield,83,Huckleberry Hill School
Joe Biden,Democratic Party,President,,Brooklyn,359,Brooklyn Middle School
Bernie Sanders,Democratic Party,President,,Brooklyn,69,Brooklyn Middle School
Tulsi Gabbard,Democratic Party,President,,Brooklyn,8,Brooklyn Middle School
Uncommitted,Democratic Party,President,,Brooklyn,11,Brooklyn Middle School
Donald J. Trump,Republican Party,President,,Brooklyn,229,Brooklyn Middle School
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Brooklyn,9,Brooklyn Middle School
Uncommitted,Republican Party,President,,Brooklyn,38,Brooklyn Middle School
Thomas Gilmer,Republican Party,U.S. House,2,Brooklyn,123,Brooklyn Middle School
Justin Anderson,Republican Party,U.S. House,2,Brooklyn,120,Brooklyn Middle School
Joe Biden,Democratic Party,President,,Burlington,597,Town Hall
Bernie Sanders,Democratic Party,President,,Burlington,87,Town Hall
Tulsi Gabbard,Democratic Party,President,,Burlington,8,Town Hall
Uncommitted,Democratic Party,President,,Burlington,12,Town Hall
Donald J. Trump,Republican Party,President,,Burlington,320,Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Burlington,31,Town Hall
Uncommitted,Republican Party,President,,Burlington,45,Town Hall
Joe Biden,Democratic Party,President,,Canaan,131,Canaan Town Hall
Bernie Sanders,Democratic Party,President,,Canaan,15,Canaan Town Hall
Tulsi Gabbard,Democratic Party,President,,Canaan,1,Canaan Town Hall
Uncommitted,Democratic Party,President,,Canaan,4,Canaan Town Hall
Donald J. Trump,Republican Party,President,,Canaan,27,Canaan Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Canaan,5,Canaan Town Hall
Uncommitted,Republican Party,President,,Canaan,8,Canaan Town Hall
Joe Biden,Democratic Party,President,,Canterbury,223,Canterbury Town Hall
Bernie Sanders,Democratic Party,President,,Canterbury,27,Canterbury Town Hall
Tulsi Gabbard,Democratic Party,President,,Canterbury,4,Canterbury Town Hall
Uncommitted,Democratic Party,President,,Canterbury,9,Canterbury Town Hall
Donald J. Trump,Republican Party,President,,Canterbury,199,Canterbury Town Hall
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Canterbury,14,Canterbury Town Hall
Uncommitted,Republican Party,President,,Canterbury,18,Canterbury Town Hall
Thomas Gilmer,Republican Party,U.S. House,2,Canterbury,68,Canterbury Town Hall
Justin Anderson,Republican Party,U.S. House,2,Canterbury,135,Canterbury Town Hall
Joe Biden,Democratic Party,President,,Canton,795,Canton Community Center
Bernie Sanders,Democratic Party,President,,Canton,119,Canton Community Center
Tulsi Gabbard,Democratic Party,President,,Canton,13,Canton Community Center
Uncommitted,Democratic Party,President,,Canton,12,Canton Community Center
Donald J. Trump,Republican Party,President,,Canton,337,Canton Community Center
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Canton,34,Canton Community Center
Uncommitted,Republican Party,President,,Canton,73,Canton Community Center
Joe Biden,Democratic Party,President,,Chaplin,123,Chaplin Volunteer Fire Department
Bernie Sanders,Democratic Party,President,,Chaplin,34,Chaplin Volunteer Fire Department
Tulsi Gabbard,Democratic Party,President,,Chaplin,1,Chaplin Volunteer Fire Department
Uncommitted,Democratic Party,President,,Chaplin,4,Chaplin Volunteer Fire Department
Donald J. Trump,Republican Party,President,,Chaplin,95,Chaplin Volunteer Fire Department
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Chaplin,6,Chaplin Volunteer Fire Department
Uncommitted,Republican Party,President,,Chaplin,11,Chaplin Volunteer Fire Department
Thomas Gilmer,Republican Party,U.S. House,2,Chaplin,46,Chaplin Volunteer Fire Department
Justin Anderson,Republican Party,U.S. House,2,Chaplin,53,Chaplin Volunteer Fire Department
Joe Biden,Democratic Party,President,,Cheshire,44,Artsplace - District 3
Bernie Sanders,Democratic Party,President,,Cheshire,13,Artsplace - District 3
Tulsi Gabbard,Democratic Party,President,,Cheshire,3,Artsplace - District 3
Uncommitted,Democratic Party,President,,Cheshire,2,Artsplace - District 3
Donald J. Trump,Republican Party,President,,Cheshire,77,Artsplace - District 3
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,1,Artsplace - District 3
Uncommitted,Republican Party,President,,Cheshire,1,Artsplace - District 3
Joe Biden,Democratic Party,President,,Cheshire,46,Chapman School - Dist. 2
Bernie Sanders,Democratic Party,President,,Cheshire,10,Chapman School - Dist. 2
Tulsi Gabbard,Democratic Party,President,,Cheshire,1,Chapman School - Dist. 2
Uncommitted,Democratic Party,President,,Cheshire,1,Chapman School - Dist. 2
Donald J. Trump,Republican Party,President,,Cheshire,71,Chapman School - Dist. 2
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,1,Chapman School - Dist. 2
Uncommitted,Republican Party,President,,Cheshire,2,Chapman School - Dist. 2
Joe Biden,Democratic Party,President,,Cheshire,1752,Cheshire High School - Dist. 1
Bernie Sanders,Democratic Party,President,,Cheshire,187,Cheshire High School - Dist. 1
Tulsi Gabbard,Democratic Party,President,,Cheshire,20,Cheshire High School - Dist. 1
Uncommitted,Democratic Party,President,,Cheshire,24,Cheshire High School - Dist. 1
Donald J. Trump,Republican Party,President,,Cheshire,375,Cheshire High School - Dist. 1
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,69,Cheshire High School - Dist. 1
Uncommitted,Republican Party,President,,Cheshire,148,Cheshire High School - Dist. 1
Joe Biden,Democratic Party,President,,Cheshire,30,Dodd Middle School - Dist. 7
Bernie Sanders,Democratic Party,President,,Cheshire,5,Dodd Middle School - Dist. 7
Tulsi Gabbard,Democratic Party,President,,Cheshire,2,Dodd Middle School - Dist. 7
Uncommitted,Democratic Party,President,,Cheshire,2,Dodd Middle School - Dist. 7
Donald J. Trump,Republican Party,President,,Cheshire,39,Dodd Middle School - Dist. 7
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,1,Dodd Middle School - Dist. 7
Uncommitted,Republican Party,President,,Cheshire,1,Dodd Middle School - Dist. 7
Joe Biden,Democratic Party,President,,Cheshire,42,Doolittle School - Dist. 5
Bernie Sanders,Democratic Party,President,,Cheshire,6,Doolittle School - Dist. 5
Tulsi Gabbard,Democratic Party,President,,Cheshire,0,Doolittle School - Dist. 5
Uncommitted,Democratic Party,President,,Cheshire,1,Doolittle School - Dist. 5
Donald J. Trump,Republican Party,President,,Cheshire,34,Doolittle School - Dist. 5
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,2,Doolittle School - Dist. 5
Uncommitted,Republican Party,President,,Cheshire,1,Doolittle School - Dist. 5
Joe Biden,Democratic Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
Bernie Sanders,Democratic Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
Tulsi Gabbard,Democratic Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
Uncommitted,Democratic Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
Donald J. Trump,Republican Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
Uncommitted,Republican Party,President,,Cheshire,0,Doolittle School - Dist. 5-3
Joe Biden,Democratic Party,President,,Cheshire,52,Highland School - Dist. 6
Bernie Sanders,Democratic Party,President,,Cheshire,15,Highland School - Dist. 6
Tulsi Gabbard,Democratic Party,President,,Cheshire,3,Highland School - Dist. 6
Uncommitted,Democratic Party,President,,Cheshire,2,Highland School - Dist. 6
Donald J. Trump,Republican Party,President,,Cheshire,63,Highland School - Dist. 6
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,2,Highland School - Dist. 6
Uncommitted,Republican Party,President,,Cheshire,2,Highland School - Dist. 6
Joe Biden,Democratic Party,President,,Cheshire,77,Norton School - Dist. 4
Bernie Sanders,Democratic Party,President,,Cheshire,26,Norton School - Dist. 4
Tulsi Gabbard,Democratic Party,President,,Cheshire,3,Norton School - Dist. 4
Uncommitted,Democratic Party,President,,Cheshire,0,Norton School - Dist. 4
Donald J. Trump,Republican Party,President,,Cheshire,89,Norton School - Dist. 4
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Cheshire,2,Norton School - Dist. 4
Uncommitted,Republican Party,President,,Cheshire,2,Norton School - Dist. 4
Joe Biden,Democratic Party,President,,Chester,510,Chester Town Office Building
Bernie Sanders,Democratic Party,President,,Chester,85,Chester Town Office Building
Tulsi Gabbard,Democratic Party,President,,Chester,6,Chester Town Office Building
Uncommitted,Democratic Party,President,,Chester,8,Chester Town Office Building
Donald J. Trump,Republican Party,President,,Chester,99,Chester Town Office Building
"Roque ""Rocky"" De La Fuente",Republican Party,President,,Chester,16,Chester Town Office Building
Uncommitted,Republican Party,President,,Chester,25,Chester Town Office Building
Thomas Gilmer,Republican Party,U.S. House,2,Chester,70,Chester Town Office Building
Justin Anderson,Republican Party,U.S. House,2,Chester,45,Chester Town Office Building
Joe Biden,Democratic Party,President,,Clinton,1014,Andrews Memorial Town Hall
Bernie Sanders,Democratic Party,President,,Clinton,140,Andrews Memorial Town Hall
Tulsi Gabbard,Democratic Party,President,,Clinton,9,Andrews Memorial Town Hall
Uncommitted,Democratic Party,President,,Clinton,19,Andrews Memorial Town Hall
