candidate,party,office,district,town,votes,precinct
Cenk Uygur,Democratic Party,President,,Bristol,1,West Bristol School
Joe Biden,Democratic Party,President,,Bristol,79,West Bristol School
Uncommitted,Democratic Party,President,,Bristol,9,West Bristol School
Marianne Williamson,Democratic Party,President,,Brookfield,3,Brookfield High School
Dean Phillips,Democratic Party,President,,Brookfield,0,Brookfield High School
Cenk Uygur,Democratic Party,President,,Brookfield,0,Brookfield High School
Joe Biden,Democratic Party,President,,Brookfield,118,Brookfield High School
Uncommitted,Democratic Party,President,,Brookfield,14,Brookfield High School
Marianne Williamson,Democratic Party,President,,Brookfield,2,Brookfield High School 32
Dean Phillips,Democratic Party,President,,Brookfield,1,Brookfield High School 32
Cenk Uygur,Democratic Party,President,,Brookfield,0,Brookfield High School 32
Joe Biden,Democratic Party,President,,Brookfield,55,Brookfield High School 32
Uncommitted,Democratic Party,President,,Brookfield,9,Brookfield High School 32
Marianne Williamson,Democratic Party,President,,Brookfield,7,St Joseph School
Dean Phillips,Democratic Party,President,,Brookfield,0,St Joseph School
Cenk Uygur,Democratic Party,President,,Brookfield,0,St Joseph School
Joe Biden,Democratic Party,President,,Brookfield,88,St Joseph School
Uncommitted,Democratic Party,President,,Brookfield,13,St Joseph School
Marianne Williamson,Democratic Party,President,,Brooklyn,0,Brooklyn Middle School - 47
Dean Phillips,Democratic Party,President,,Brooklyn,0,Brooklyn Middle School - 47
Cenk Uygur,Democratic Party,President,,Brooklyn,0,Brooklyn Middle School - 47
Joe Biden,Democratic Party,President,,Brooklyn,14,Brooklyn Middle School - 47
Uncommitted,Democratic Party,President,,Brooklyn,3,Brooklyn Middle School - 47
Marianne Williamson,Democratic Party,President,,Brooklyn,0,Brooklyn Middle School - 50
Dean Phillips,Democratic Party,President,,Brooklyn,1,Brooklyn Middle School - 50
Cenk Uygur,Democratic Party,President,,Brooklyn,0,Brooklyn Middle School - 50
Joe Biden,Democratic Party,President,,Brooklyn,51,Brooklyn Middle School - 50
Uncommitted,Democratic Party,President,,Brooklyn,11,Brooklyn Middle School - 50
Marianne Williamson,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Marianne Williamson,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Dean Phillips,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Dean Phillips,Democratic Party,President,,Brooklyn,1,Brooklyn Town Hall
Cenk Uygur,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Cenk Uygur,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Joe Biden,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Joe Biden,Democratic Party,President,,Brooklyn,51,Brooklyn Town Hall
Uncommitted,Democratic Party,President,,Brooklyn,0,Brooklyn Town Hall
Uncommitted,Democratic Party,President,,Brooklyn,11,Brooklyn Town Hall
Marianne Williamson,Democratic Party,President,,Burlington,6,Town Hall
Dean Phillips,Democratic Party,President,,Burlington,3,Town Hall
Cenk Uygur,Democratic Party,President,,Burlington,0,Town Hall
Joe Biden,Democratic Party,President,,Burlington,151,Town Hall
Uncommitted,Democratic Party,President,,Burlington,14,Town Hall
Marianne Williamson,Democratic Party,President,,Canaan,1,Canaan Town Hall
Dean Phillips,Democratic Party,President,,Canaan,0,Canaan Town Hall
Cenk Uygur,Democratic Party,President,,Canaan,0,Canaan Town Hall
Joe Biden,Democratic Party,President,,Canaan,44,Canaan Town Hall
Uncommitted,Democratic Party,President,,Canaan,7,Canaan Town Hall
Marianne Williamson,Democratic Party,President,,Canterbury,0,Canterbury Town Hall
Dean Phillips,Democratic Party,President,,Canterbury,1,Canterbury Town Hall
Cenk Uygur,Democratic Party,President,,Canterbury,2,Canterbury Town Hall
Joe Biden,Democratic Party,President,,Canterbury,49,Canterbury Town Hall
Uncommitted,Democratic Party,President,,Canterbury,7,Canterbury Town Hall
Marianne Williamson,Democratic Party,President,,Canton,3,Canton Community Center
Dean Phillips,Democratic Party,President,,Canton,0,Canton Community Center
Cenk Uygur,Democratic Party,President,,Canton,1,Canton Community Center
Joe Biden,Democratic Party,President,,Canton,312,Canton Community Center
Uncommitted,Democratic Party,President,,Canton,33,Canton Community Center
Marianne Williamson,Democratic Party,President,,Chaplin,2,Chaplin Volunteer Fire Department
Dean Phillips,Democratic Party,President,,Chaplin,0,Chaplin Volunteer Fire Department
Cenk Uygur,Democratic Party,President,,Chaplin,0,Chaplin Volunteer Fire Department
Joe Biden,Democratic Party,President,,Chaplin,46,Chaplin Volunteer Fire Department
Uncommitted,Democratic Party,President,,Chaplin,5,Chaplin Volunteer Fire Department
Marianne Williamson,Democratic Party,President,,Cheshire,1,Artsplace - District 3-1
Dean Phillips,Democratic Party,President,,Cheshire,0,Artsplace - District 3-1
Cenk Uygur,Democratic Party,President,,Cheshire,0,Artsplace - District 3-1
Joe Biden,Democratic Party,President,,Cheshire,66,Artsplace - District 3-1
Uncommitted,Democratic Party,President,,Cheshire,6,Artsplace - District 3-1
Marianne Williamson,Democratic Party,President,,Cheshire,0,Artsplace - District 3-2
Dean Phillips,Democratic Party,President,,Cheshire,0,Artsplace - District 3-2
Cenk Uygur,Democratic Party,President,,Cheshire,0,Artsplace - District 3-2
Joe Biden,Democratic Party,President,,Cheshire,0,Artsplace - District 3-2
Uncommitted,Democratic Party,President,,Cheshire,0,Artsplace - District 3-2
Marianne Williamson,Democratic Party,President,,Cheshire,0,Chapman School - Dist. 2
Dean Phillips,Democratic Party,President,,Cheshire,0,Chapman School - Dist. 2
Cenk Uygur,Democratic Party,President,,Cheshire,0,Chapman School - Dist. 2
Joe Biden,Democratic Party,President,,Cheshire,44,Chapman School - Dist. 2
Uncommitted,Democratic Party,President,,Cheshire,5,Chapman School - Dist. 2
Marianne Williamson,Democratic Party,President,,Cheshire,2,Cheshire High School - Dist. 1
Dean Phillips,Democratic Party,President,,Cheshire,1,Cheshire High School - Dist. 1
Cenk Uygur,Democratic Party,President,,Cheshire,0,Cheshire High School - Dist. 1
Joe Biden,Democratic Party,President,,Cheshire,96,Cheshire High School - Dist. 1
Uncommitted,Democratic Party,President,,Cheshire,15,Cheshire High School - Dist. 1
Marianne Williamson,Democratic Party,President,,Cheshire,0,Dodd Middle School - Dist. 7
Dean Phillips,Democratic Party,President,,Cheshire,0,Dodd Middle School - Dist. 7
Cenk Uygur,Democratic Party,President,,Cheshire,0,Dodd Middle School - Dist. 7
Joe Biden,Democratic Party,President,,Cheshire,31,Dodd Middle School - Dist. 7
Uncommitted,Democratic Party,President,,Cheshire,5,Dodd Middle School - Dist. 7
Marianne Williamson,Democratic Party,President,,Cheshire,2,Doolittle School - Dist. 5
Dean Phillips,Democratic Party,President,,Cheshire,1,Doolittle School - Dist. 5
Cenk Uygur,Democratic Party,President,,Cheshire,0,Doolittle School - Dist. 5
Joe Biden,Democratic Party,President,,Cheshire,71,Doolittle School - Dist. 5
Uncommitted,Democratic Party,President,,Cheshire,8,Doolittle School - Dist. 5
Marianne Williamson,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-1
Dean Phillips,Democratic Party,President,,Cheshire,1,Highland School - Dist. 6-1
Cenk Uygur,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-1
Joe Biden,Democratic Party,President,,Cheshire,50,Highland School - Dist. 6-1
Uncommitted,Democratic Party,President,,Cheshire,5,Highland School - Dist. 6-1
Marianne Williamson,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-2
Dean Phillips,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-2
Cenk Uygur,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-2
Joe Biden,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-2
Uncommitted,Democratic Party,President,,Cheshire,0,Highland School - Dist. 6-2
Marianne Williamson,Democratic Party,President,,Cheshire,1,Norton School - Dist. 4
Dean Phillips,Democratic Party,President,,Cheshire,1,Norton School - Dist. 4
Cenk Uygur,Democratic Party,President,,Cheshire,0,Norton School - Dist. 4
Joe Biden,Democratic Party,President,,Cheshire,49,Norton School - Dist. 4
Uncommitted,Democratic Party,President,,Cheshire,8,Norton School - Dist. 4
Marianne Williamson,Democratic Party,President,,Chester,8,Chester Town Office Building
Dean Phillips,Democratic Party,President,,Chester,1,Chester Town Office Building
Cenk Uygur,Democratic Party,President,,Chester,2,Chester Town Office Building
Joe Biden,Democratic Party,President,,Chester,194,Chester Town Office Building
Uncommitted,Democratic Party,President,,Chester,13,Chester Town Office Building
Marianne Williamson,Democratic Party,President,,Clinton,3,Clinton Town Hall
Dean Phillips,Democratic Party,President,,Clinton,2,Clinton Town Hall
Cenk Uygur,Democratic Party,President,,Clinton,0,Clinton Town Hall
Joe Biden,Democratic Party,President,,Clinton,288,Clinton Town Hall
Uncommitted,Democratic Party,President,,Clinton,26,Clinton Town Hall
Marianne Williamson,Democratic Party,President,,Colchester,6,Abundant Life Church
Dean Phillips,Democratic Party,President,,Colchester,0,Abundant Life Church
Cenk Uygur,Democratic Party,President,,Colchester,1,Abundant Life Church
Joe Biden,Democratic Party,President,,Colchester,84,Abundant Life Church
Uncommitted,Democratic Party,President,,Colchester,5,Abundant Life Church
Marianne Williamson,Democratic Party,President,,Colchester,1,Bacon Academy
Dean Phillips,Democratic Party,President,,Colchester,1,Bacon Academy
Cenk Uygur,Democratic Party,President,,Colchester,0,Bacon Academy
Joe Biden,Democratic Party,President,,Colchester,88,Bacon Academy
Uncommitted,Democratic Party,President,,Colchester,3,Bacon Academy
Marianne Williamson,Democratic Party,President,,Colchester,5,Colchester Town Hall
Dean Phillips,Democratic Party,President,,Colchester,0,Colchester Town Hall
Cenk Uygur,Democratic Party,President,,Colchester,2,Colchester Town Hall
Joe Biden,Democratic Party,President,,Colchester,134,Colchester Town Hall
Uncommitted,Democratic Party,President,,Colchester,23,Colchester Town Hall
Marianne Williamson,Democratic Party,President,,Colebrook,1,Colebrook Town Hall
Dean Phillips,Democratic Party,President,,Colebrook,0,Colebrook Town Hall
Cenk Uygur,Democratic Party,President,,Colebrook,0,Colebrook Town Hall
Joe Biden,Democratic Party,President,,Colebrook,48,Colebrook Town Hall
Uncommitted,Democratic Party,President,,Colebrook,8,Colebrook Town Hall
Marianne Williamson,Democratic Party,President,,Columbia,6,Horace W Porter School
Dean Phillips,Democratic Party,President,,Columbia,1,Horace W Porter School
Cenk Uygur,Democratic Party,President,,Columbia,1,Horace W Porter School
Joe Biden,Democratic Party,President,,Columbia,139,Horace W Porter School
Uncommitted,Democratic Party,President,,Columbia,20,Horace W Porter School
Marianne Williamson,Democratic Party,President,,Cornwall,2,Town Hall
Dean Phillips,Democratic Party,President,,Cornwall,0,Town Hall
Cenk Uygur,Democratic Party,President,,Cornwall,0,Town Hall
Joe Biden,Democratic Party,President,,Cornwall,111,Town Hall
Uncommitted,Democratic Party,President,,Cornwall,12,Town Hall
Marianne Williamson,Democratic Party,President,,Coventry,5,South Coventry Fire Station
Marianne Williamson,Democratic Party,President,,Coventry,5,South Coventry Fire Station
Dean Phillips,Democratic Party,President,,Coventry,0,South Coventry Fire Station
Dean Phillips,Democratic Party,President,,Coventry,2,South Coventry Fire Station
Cenk Uygur,Democratic Party,President,,Coventry,0,South Coventry Fire Station
Cenk Uygur,Democratic Party,President,,Coventry,2,South Coventry Fire Station
Joe Biden,Democratic Party,President,,Coventry,68,South Coventry Fire Station
Joe Biden,Democratic Party,President,,Coventry,160,South Coventry Fire Station
Uncommitted,Democratic Party,President,,Coventry,10,South Coventry Fire Station
Uncommitted,Democratic Party,President,,Coventry,20,South Coventry Fire Station
Marianne Williamson,Democratic Party,President,,Cromwell,10,Cromwell High School
Dean Phillips,Democratic Party,President,,Cromwell,1,Cromwell High School
Cenk Uygur,Democratic Party,President,,Cromwell,3,Cromwell High School
Joe Biden,Democratic Party,President,,Cromwell,202,Cromwell High School
Uncommitted,Democratic Party,President,,Cromwell,32,Cromwell High School
Marianne Williamson,Democratic Party,President,,Danbury,3,Danbury High School Gym
Dean Phillips,Democratic Party,President,,Danbury,2,Danbury High School Gym
Cenk Uygur,Democratic Party,President,,Danbury,0,Danbury High School Gym
Joe Biden,Democratic Party,President,,Danbury,78,Danbury High School Gym
Uncommitted,Democratic Party,President,,Danbury,9,Danbury High School Gym
Marianne Williamson,Democratic Party,President,,Danbury,1,Park Avenue School Gym
Dean Phillips,Democratic Party,President,,Danbury,1,Park Avenue School Gym
Cenk Uygur,Democratic Party,President,,Danbury,1,Park Avenue School Gym
Joe Biden,Democratic Party,President,,Danbury,73,Park Avenue School Gym
Uncommitted,Democratic Party,President,,Danbury,14,Park Avenue School Gym
Marianne Williamson,Democratic Party,President,,Danbury,2,Pembroke School Gym
Dean Phillips,Democratic Party,President,,Danbury,0,Pembroke School Gym
Cenk Uygur,Democratic Party,President,,Danbury,2,Pembroke School Gym
Joe Biden,Democratic Party,President,,Danbury,72,Pembroke School Gym
Uncommitted,Democratic Party,President,,Danbury,8,Pembroke School Gym
Marianne Williamson,Democratic Party,President,,Danbury,0,Shelter Rock School Gym
Dean Phillips,Democratic Party,President,,Danbury,1,Shelter Rock School Gym
Cenk Uygur,Democratic Party,President,,Danbury,1,Shelter Rock School Gym
Joe Biden,Democratic Party,President,,Danbury,69,Shelter Rock School Gym
Uncommitted,Democratic Party,President,,Danbury,10,Shelter Rock School Gym
Marianne Williamson,Democratic Party,President,,Danbury,2,Stadley Rough School
Dean Phillips,Democratic Party,President,,Danbury,2,Stadley Rough School
Cenk Uygur,Democratic Party,President,,Danbury,0,Stadley Rough School
Joe Biden,Democratic Party,President,,Danbury,84,Stadley Rough School
Uncommitted,Democratic Party,President,,Danbury,15,Stadley Rough School
Marianne Williamson,Democratic Party,President,,Danbury,3,War Memorial Gym
Dean Phillips,Democratic Party,President,,Danbury,0,War Memorial Gym
Cenk Uygur,Democratic Party,President,,Danbury,1,War Memorial Gym
Joe Biden,Democratic Party,President,,Danbury,55,War Memorial Gym
Uncommitted,Democratic Party,President,,Danbury,3,War Memorial Gym
Marianne Williamson,Democratic Party,President,,Danbury,2,Westside Middle School Academy
Dean Phillips,Democratic Party,President,,Danbury,2,Westside Middle School Academy
Cenk Uygur,Democratic Party,President,,Danbury,0,Westside Middle School Academy
Joe Biden,Democratic Party,President,,Danbury,61,Westside Middle School Academy
Uncommitted,Democratic Party,President,,Danbury,8,Westside Middle School Academy
Marianne Williamson,Democratic Party,President,,Darien,0,District 1 - 35 Leroy Avenue Municipal Building
Marianne Williamson,Democratic Party,President,,Darien,1,District 1 - 35 Leroy Avenue Municipal Building
Dean Phillips,Democratic Party,President,,Darien,0,District 1 - 35 Leroy Avenue Municipal Building
Dean Phillips,Democratic Party,President,,Darien,0,District 1 - 35 Leroy Avenue Municipal Building
Cenk Uygur,Democratic Party,President,,Darien,0,District 1 - 35 Leroy Avenue Municipal Building
Cenk Uygur,Democratic Party,President,,Darien,0,District 1 - 35 Leroy Avenue Municipal Building
Joe Biden,Democratic Party,President,,Darien,5,District 1 - 35 Leroy Avenue Municipal Building
Joe Biden,Democratic Party,President,,Darien,12,District 1 - 35 Leroy Avenue Municipal Building
Uncommitted,Democratic Party,President,,Darien,0,District 1 - 35 Leroy Avenue Municipal Building
