candidate,party,office,district,town,votes,precinct
Matthew Corey,REP,United States Senator,,Plainfield,108,1 Town Hall
Dominic Rapini,REP,United States Senator,,Plainfield,28,1 Town Hall
Thad Gray,REP,Treasurer,,Plainfield,77,1 Town Hall
Art Linares,REP,Treasurer,,Plainfield,58,1 Town Hall
Mark Greenberg,REP,Comptroller,,Plainfield,78,1 Town Hall
Kurt Miller,REP,Comptroller,,Plainfield,59,1 Town Hall
Sue Hatfield,REP,Attorney General,,Plainfield,111,1 Town Hall
John Shaban,REP,Attorney General,,Plainfield,30,1 Town Hall
Mark Boughton,REP,Governor,,Plainfield,9,1a Town Hall
Timothy M Herbst,REP,Governor,,Plainfield,31,1a Town Hall
Steve Obsitnik,REP,Governor,,Plainfield,12,1a Town Hall
Bob Stefanowski,REP,Governor,,Plainfield,33,1a Town Hall
David Stemerman,REP,Governor,,Plainfield,14,1a Town Hall
Joe Markley,REP,Lieutenant Governor,,Plainfield,47,1a Town Hall
Jayme Stevenson,REP,Lieutenant Governor,,Plainfield,22,1a Town Hall
Erin E Stewart,REP,Lieutenant Governor,,Plainfield,27,1a Town Hall
Matthew Corey,REP,United States Senator,,Plainfield,76,1a Town Hall
Dominic Rapini,REP,United States Senator,,Plainfield,17,1a Town Hall
Thad Gray,REP,Treasurer,,Plainfield,51,1a Town Hall
Art Linares,REP,Treasurer,,Plainfield,40,1a Town Hall
Mark Greenberg,REP,Comptroller,,Plainfield,48,1a Town Hall
Kurt Miller,REP,Comptroller,,Plainfield,43,1a Town Hall
Sue Hatfield,REP,Attorney General,,Plainfield,84,1a Town Hall
John Shaban,REP,Attorney General,,Plainfield,15,1a Town Hall
Mark Boughton,REP,Governor,,Plainfield,8,2 Central Village Fire Station
Timothy M Herbst,REP,Governor,,Plainfield,17,2 Central Village Fire Station
Steve Obsitnik,REP,Governor,,Plainfield,16,2 Central Village Fire Station
Bob Stefanowski,REP,Governor,,Plainfield,29,2 Central Village Fire Station
David Stemerman,REP,Governor,,Plainfield,9,2 Central Village Fire Station
Joe Markley,REP,Lieutenant Governor,,Plainfield,50,2 Central Village Fire Station
Jayme Stevenson,REP,Lieutenant Governor,,Plainfield,9,2 Central Village Fire Station
Erin E Stewart,REP,Lieutenant Governor,,Plainfield,20,2 Central Village Fire Station
Matthew Corey,REP,United States Senator,,Plainfield,62,2 Central Village Fire Station
Dominic Rapini,REP,United States Senator,,Plainfield,15,2 Central Village Fire Station
Thad Gray,REP,Treasurer,,Plainfield,47,2 Central Village Fire Station
Art Linares,REP,Treasurer,,Plainfield,30,2 Central Village Fire Station
Mark Greenberg,REP,Comptroller,,Plainfield,35,2 Central Village Fire Station
Kurt Miller,REP,Comptroller,,Plainfield,37,2 Central Village Fire Station
Sue Hatfield,REP,Attorney General,,Plainfield,62,2 Central Village Fire Station
John Shaban,REP,Attorney General,,Plainfield,16,2 Central Village Fire Station
Mark Boughton,REP,Governor,,Plainfield,20,3 Moosup Fire Station
Timothy M Herbst,REP,Governor,,Plainfield,48,3 Moosup Fire Station
Steve Obsitnik,REP,Governor,,Plainfield,16,3 Moosup Fire Station
Bob Stefanowski,REP,Governor,,Plainfield,54,3 Moosup Fire Station
David Stemerman,REP,Governor,,Plainfield,25,3 Moosup Fire Station
Joe Markley,REP,Lieutenant Governor,,Plainfield,65,3 Moosup Fire Station
Jayme Stevenson,REP,Lieutenant Governor,,Plainfield,51,3 Moosup Fire Station
Erin E Stewart,REP,Lieutenant Governor,,Plainfield,42,3 Moosup Fire Station
Matthew Corey,REP,United States Senator,,Plainfield,120,3 Moosup Fire Station
Dominic Rapini,REP,United States Senator,,Plainfield,36,3 Moosup Fire Station
Thad Gray,REP,Treasurer,,Plainfield,72,3 Moosup Fire Station
Art Linares,REP,Treasurer,,Plainfield,80,3 Moosup Fire Station
Mark Greenberg,REP,Comptroller,,Plainfield,88,3 Moosup Fire Station
Kurt Miller,REP,Comptroller,,Plainfield,63,3 Moosup Fire Station
Sue Hatfield,REP,Attorney General,,Plainfield,130,3 Moosup Fire Station
John Shaban,REP,Attorney General,,Plainfield,27,3 Moosup Fire Station
Mark Boughton,REP,Governor,,Plainfield,8,4 Atwood Hose Station
Timothy M Herbst,REP,Governor,,Plainfield,17,4 Atwood Hose Station
Steve Obsitnik,REP,Governor,,Plainfield,4,4 Atwood Hose Station
Bob Stefanowski,REP,Governor,,Plainfield,21,4 Atwood Hose Station
David Stemerman,REP,Governor,,Plainfield,3,4 Atwood Hose Station
Joe Markley,REP,Lieutenant Governor,,Plainfield,36,4 Atwood Hose Station
Jayme Stevenson,REP,Lieutenant Governor,,Plainfield,6,4 Atwood Hose Station
Erin E Stewart,REP,Lieutenant Governor,,Plainfield,11,4 Atwood Hose Station
Matthew Corey,REP,United States Senator,,Plainfield,46,4 Atwood Hose Station
Dominic Rapini,REP,United States Senator,,Plainfield,7,4 Atwood Hose Station
Thad Gray,REP,Treasurer,,Plainfield,35,4 Atwood Hose Station
Art Linares,REP,Treasurer,,Plainfield,17,4 Atwood Hose Station
Mark Greenberg,REP,Comptroller,,Plainfield,28,4 Atwood Hose Station
Kurt Miller,REP,Comptroller,,Plainfield,24,4 Atwood Hose Station
Sue Hatfield,REP,Attorney General,,Plainfield,48,4 Atwood Hose Station
John Shaban,REP,Attorney General,,Plainfield,5,4 Atwood Hose Station
Mark Boughton,REP,Governor,,Plainville,14,Grace Lutheran Church
Timothy M Herbst,REP,Governor,,Plainville,21,Grace Lutheran Church
Steve Obsitnik,REP,Governor,,Plainville,26,Grace Lutheran Church
Bob Stefanowski,REP,Governor,,Plainville,49,Grace Lutheran Church
David Stemerman,REP,Governor,,Plainville,45,Grace Lutheran Church
Joe Markley,REP,Lieutenant Governor,,Plainville,40,Grace Lutheran Church
Jayme Stevenson,REP,Lieutenant Governor,,Plainville,14,Grace Lutheran Church
Erin E Stewart,REP,Lieutenant Governor,,Plainville,101,Grace Lutheran Church
Matthew Corey,REP,United States Senator,,Plainville,99,Grace Lutheran Church
Dominic Rapini,REP,United States Senator,,Plainville,42,Grace Lutheran Church
Manny Santos,REP,U.S. House,5,Plainville,63,Grace Lutheran Church
Ruby Corby-O'Neill,REP,U.S. House,5,Plainville,48,Grace Lutheran Church
Richard DuPont,REP,U.S. House,5,Plainville,30,Grace Lutheran Church
Thad Gray,REP,Treasurer,,Plainville,82,Grace Lutheran Church
Art Linares,REP,Treasurer,,Plainville,59,Grace Lutheran Church
Mark Greenberg,REP,Comptroller,,Plainville,87,Grace Lutheran Church
Kurt Miller,REP,Comptroller,,Plainville,59,Grace Lutheran Church
Sue Hatfield,REP,Attorney General,,Plainville,110,Grace Lutheran Church
John Shaban,REP,Attorney General,,Plainville,33,Grace Lutheran Church
Mark Boughton,REP,Governor,,Plainville,17,Linden Street School
Timothy M Herbst,REP,Governor,,Plainville,26,Linden Street School
Steve Obsitnik,REP,Governor,,Plainville,41,Linden Street School
Bob Stefanowski,REP,Governor,,Plainville,86,Linden Street School
David Stemerman,REP,Governor,,Plainville,42,Linden Street School
Joe Markley,REP,Lieutenant Governor,,Plainville,70,Linden Street School
Jayme Stevenson,REP,Lieutenant Governor,,Plainville,24,Linden Street School
Erin E Stewart,REP,Lieutenant Governor,,Plainville,116,Linden Street School
Matthew Corey,REP,United States Senator,,Plainville,141,Linden Street School
Dominic Rapini,REP,United States Senator,,Plainville,51,Linden Street School
Manny Santos,REP,U.S. House,5,Plainville,23,Linden Street School
Ruby Corby-O'Neill,REP,U.S. House,5,Plainville,53,Linden Street School
Richard DuPont,REP,U.S. House,5,Plainville,54,Linden Street School
Thad Gray,REP,Treasurer,,Plainville,93,Linden Street School
Art Linares,REP,Treasurer,,Plainville,100,Linden Street School
Mark Greenberg,REP,Comptroller,,Plainville,116,Linden Street School
Kurt Miller,REP,Comptroller,,Plainville,74,Linden Street School
Sue Hatfield,REP,Attorney General,,Plainville,153,Linden Street School
John Shaban,REP,Attorney General,,Plainville,45,Linden Street School
Mark Boughton,REP,Governor,,Plainville,36,Our Lady Of Mercy Parish Hall
Timothy M Herbst,REP,Governor,,Plainville,33,Our Lady Of Mercy Parish Hall
Steve Obsitnik,REP,Governor,,Plainville,45,Our Lady Of Mercy Parish Hall
Bob Stefanowski,REP,Governor,,Plainville,87,Our Lady Of Mercy Parish Hall
David Stemerman,REP,Governor,,Plainville,45,Our Lady Of Mercy Parish Hall
Joe Markley,REP,Lieutenant Governor,,Plainville,90,Our Lady Of Mercy Parish Hall
Jayme Stevenson,REP,Lieutenant Governor,,Plainville,19,Our Lady Of Mercy Parish Hall
Erin E Stewart,REP,Lieutenant Governor,,Plainville,136,Our Lady Of Mercy Parish Hall
Matthew Corey,REP,United States Senator,,Plainville,180,Our Lady Of Mercy Parish Hall
Dominic Rapini,REP,United States Senator,,Plainville,44,Our Lady Of Mercy Parish Hall
Manny Santos,REP,U.S. House,5,Plainville,105,Our Lady Of Mercy Parish Hall
Ruby Corby-O'Neill,REP,U.S. House,5,Plainville,77,Our Lady Of Mercy Parish Hall
Richard DuPont,REP,U.S. House,5,Plainville,44,Our Lady Of Mercy Parish Hall
Thad Gray,REP,Treasurer,,Plainville,114,Our Lady Of Mercy Parish Hall
Art Linares,REP,Treasurer,,Plainville,101,Our Lady Of Mercy Parish Hall
Mark Greenberg,REP,Comptroller,,Plainville,130,Our Lady Of Mercy Parish Hall
Kurt Miller,REP,Comptroller,,Plainville,93,Our Lady Of Mercy Parish Hall
Sue Hatfield,REP,Attorney General,,Plainville,191,Our Lady Of Mercy Parish Hall
John Shaban,REP,Attorney General,,Plainville,33,Our Lady Of Mercy Parish Hall
Mark Boughton,REP,Governor,,Plainville,28,Toffolon School
Timothy M Herbst,REP,Governor,,Plainville,29,Toffolon School
Steve Obsitnik,REP,Governor,,Plainville,17,Toffolon School
Bob Stefanowski,REP,Governor,,Plainville,56,Toffolon School
David Stemerman,REP,Governor,,Plainville,46,Toffolon School
Joe Markley,REP,Lieutenant Governor,,Plainville,76,Toffolon School
Jayme Stevenson,REP,Lieutenant Governor,,Plainville,10,Toffolon School
Erin E Stewart,REP,Lieutenant Governor,,Plainville,92,Toffolon School
Matthew Corey,REP,United States Senator,,Plainville,125,Toffolon School
Dominic Rapini,REP,United States Senator,,Plainville,35,Toffolon School
Manny Santos,REP,U.S. House,5,Plainville,79,Toffolon School
Ruby Corby-O'Neill,REP,U.S. House,5,Plainville,43,Toffolon School
Richard DuPont,REP,U.S. House,5,Plainville,39,Toffolon School
Thad Gray,REP,Treasurer,,Plainville,85,Toffolon School
Art Linares,REP,Treasurer,,Plainville,76,Toffolon School
Mark Greenberg,REP,Comptroller,,Plainville,93,Toffolon School
Kurt Miller,REP,Comptroller,,Plainville,70,Toffolon School
Sue Hatfield,REP,Attorney General,,Plainville,129,Toffolon School
John Shaban,REP,Attorney General,,Plainville,35,Toffolon School
Mark Boughton,REP,Governor,,Plymouth,115,Town Hall Temporary
Timothy M Herbst,REP,Governor,,Plymouth,104,Town Hall Temporary
Steve Obsitnik,REP,Governor,,Plymouth,59,Town Hall Temporary
Bob Stefanowski,REP,Governor,,Plymouth,228,Town Hall Temporary
David Stemerman,REP,Governor,,Plymouth,80,Town Hall Temporary
Joe Markley,REP,Lieutenant Governor,,Plymouth,353,Town Hall Temporary
Jayme Stevenson,REP,Lieutenant Governor,,Plymouth,51,Town Hall Temporary
Erin E Stewart,REP,Lieutenant Governor,,Plymouth,169,Town Hall Temporary
Matthew Corey,REP,United States Senator,,Plymouth,428,Town Hall Temporary
Dominic Rapini,REP,United States Senator,,Plymouth,100,Town Hall Temporary
Manny Santos,REP,U.S. House,5,Plymouth,250,Town Hall Temporary
Ruby Corby-O'Neill,REP,U.S. House,5,Plymouth,113,Town Hall Temporary
Richard DuPont,REP,U.S. House,5,Plymouth,174,Town Hall Temporary
Thad Gray,REP,Treasurer,,Plymouth,290,Town Hall Temporary
Art Linares,REP,Treasurer,,Plymouth,233,Town Hall Temporary
Mark Greenberg,REP,Comptroller,,Plymouth,304,Town Hall Temporary
Kurt Miller,REP,Comptroller,,Plymouth,221,Town Hall Temporary
Sue Hatfield,REP,Attorney General,,Plymouth,436,Town Hall Temporary
John Shaban,REP,Attorney General,,Plymouth,106,Town Hall Temporary
Mark Boughton,REP,Governor,,Pomfret,25,Pomfret Community School
Timothy M Herbst,REP,Governor,,Pomfret,49,Pomfret Community School
Steve Obsitnik,REP,Governor,,Pomfret,29,Pomfret Community School
Bob Stefanowski,REP,Governor,,Pomfret,63,Pomfret Community School
David Stemerman,REP,Governor,,Pomfret,38,Pomfret Community School
Joe Markley,REP,Lieutenant Governor,,Pomfret,95,Pomfret Community School
Jayme Stevenson,REP,Lieutenant Governor,,Pomfret,44,Pomfret Community School
Erin E Stewart,REP,Lieutenant Governor,,Pomfret,61,Pomfret Community School
Matthew Corey,REP,United States Senator,,Pomfret,148,Pomfret Community School
Dominic Rapini,REP,United States Senator,,Pomfret,41,Pomfret Community School
Thad Gray,REP,Treasurer,,Pomfret,110,Pomfret Community School
Art Linares,REP,Treasurer,,Pomfret,87,Pomfret Community School
Mark Greenberg,REP,Comptroller,,Pomfret,89,Pomfret Community School
Kurt Miller,REP,Comptroller,,Pomfret,99,Pomfret Community School
Sue Hatfield,REP,Attorney General,,Pomfret,164,Pomfret Community School
John Shaban,REP,Attorney General,,Pomfret,34,Pomfret Community School
Mark Boughton,REP,Governor,,Portland,43,Portland Middle School
Timothy M Herbst,REP,Governor,,Portland,84,Portland Middle School
Steve Obsitnik,REP,Governor,,Portland,67,Portland Middle School
Bob Stefanowski,REP,Governor,,Portland,134,Portland Middle School
David Stemerman,REP,Governor,,Portland,124,Portland Middle School
Joe Markley,REP,Lieutenant Governor,,Portland,169,Portland Middle School
Jayme Stevenson,REP,Lieutenant Governor,,Portland,54,Portland Middle School
Erin E Stewart,REP,Lieutenant Governor,,Portland,217,Portland Middle School
Matthew Corey,REP,United States Senator,,Portland,327,Portland Middle School
Dominic Rapini,REP,United States Senator,,Portland,82,Portland Middle School
Thad Gray,REP,Treasurer,,Portland,105,Portland Middle School
Art Linares,REP,Treasurer,,Portland,334,Portland Middle School
Mark Greenberg,REP,Comptroller,,Portland,204,Portland Middle School
Kurt Miller,REP,Comptroller,,Portland,209,Portland Middle School
Sue Hatfield,REP,Attorney General,,Portland,348,Portland Middle School
John Shaban,REP,Attorney General,,Portland,78,Portland Middle School
Mark Boughton,REP,Governor,,Preston,28,Town Hall
Timothy M Herbst,REP,Governor,,Preston,78,Town Hall
Steve Obsitnik,REP,Governor,,Preston,49,Town Hall
Bob Stefanowski,REP,Governor,,Preston,85,Town Hall
David Stemerman,REP,Governor,,Preston,42,Town Hall
Joe Markley,REP,Lieutenant Governor,,Preston,125,Town Hall
Jayme Stevenson,REP,Lieutenant Governor,,Preston,75,Town Hall
Erin E Stewart,REP,Lieutenant Governor,,Preston,75,Town Hall
Matthew Corey,REP,United States Senator,,Preston,198,Town Hall
Dominic Rapini,REP,United States Senator,,Preston,63,Town Hall
Thad Gray,REP,Treasurer,,Preston,138,Town Hall
Art Linares,REP,Treasurer,,Preston,125,Town Hall
Mark Greenberg,REP,Comptroller,,Preston,124,Town Hall
Kurt Miller,REP,Comptroller,,Preston,134,Town Hall
Sue Hatfield,REP,Attorney General,,Preston,227,Town Hall
John Shaban,REP,Attorney General,,Preston,44,Town Hall
Mark Boughton,REP,Governor,,Prospect,82,Community Center
Timothy M Herbst,REP,Governor,,Prospect,92,Community Center
Steve Obsitnik,REP,Governor,,Prospect,57,Community Center
Bob Stefanowski,REP,Governor,,Prospect,130,Community Center
David Stemerman,REP,Governor,,Prospect,60,Community Center
Joe Markley,REP,Lieutenant Governor,,Prospect,296,Community Center
Jayme Stevenson,REP,Lieutenant Governor,,Prospect,17,Community Center
Erin E Stewart,REP,Lieutenant Governor,,Prospect,98,Community Center
Matthew Corey,REP,United States Senator,,Prospect,297,Community Center
Dominic Rapini,REP,United States Senator,,Prospect,89,Community Center
Thad Gray,REP,Treasurer,,Prospect,241,Community Center
Art Linares,REP,Treasurer,,Prospect,144,Community Center
Mark Greenberg,REP,Comptroller,,Prospect,151,Community Center
Kurt Miller,REP,Comptroller,,Prospect,232,Community Center
Sue Hatfield,REP,Attorney General,,Prospect,307,Community Center
John Shaban,REP,Attorney General,,Prospect,76,Community Center
Mark Boughton,REP,Governor,,Prospect,81,Prospect Firehouse
Timothy M Herbst,REP,Governor,,Prospect,76,Prospect Firehouse
Steve Obsitnik,REP,Governor,,Prospect,61,Prospect Firehouse
Bob Stefanowski,REP,Governor,,Prospect,105,Prospect Firehouse
David Stemerman,REP,Governor,,Prospect,46,Prospect Firehouse
Joe Markley,REP,Lieutenant Governor,,Prospect,247,Prospect Firehouse
Jayme Stevenson,REP,Lieutenant Governor,,Prospect,28,Prospect Firehouse
Erin E Stewart,REP,Lieutenant Governor,,Prospect,91,Prospect Firehouse
Matthew Corey,REP,United States Senator,,Prospect,252,Prospect Firehouse
Dominic Rapini,REP,United States Senator,,Prospect,92,Prospect Firehouse
Thad Gray,REP,Treasurer,,Prospect,203,Prospect Firehouse
Art Linares,REP,Treasurer,,Prospect,140,Prospect Firehouse
Mark Greenberg,REP,Comptroller,,Prospect,158,Prospect Firehouse
Kurt Miller,REP,Comptroller,,Prospect,187,Prospect Firehouse
Sue Hatfield,REP,Attorney General,,Prospect,285,Prospect Firehouse
John Shaban,REP,Attorney General,,Prospect,66,Prospect Firehouse
Mark Boughton,REP,Governor,,Putnam,13,Murphy Park Building
Timothy M Herbst,REP,Governor,,Putnam,48,Murphy Park Building
Steve Obsitnik,REP,Governor,,Putnam,20,Murphy Park Building
Bob Stefanowski,REP,Governor,,Putnam,47,Murphy Park Building
David Stemerman,REP,Governor,,Putnam,32,Murphy Park Building
Joe Markley,REP,Lieutenant Governor,,Putnam,81,Murphy Park Building
Jayme Stevenson,REP,Lieutenant Governor,,Putnam,30,Murphy Park Building
Erin E Stewart,REP,Lieutenant Governor,,Putnam,51,Murphy Park Building
Matthew Corey,REP,United States Senator,,Putnam,118,Murphy Park Building
Dominic Rapini,REP,United States Senator,,Putnam,33,Murphy Park Building
Thad Gray,REP,Treasurer,,Putnam,97,Murphy Park Building
Art Linares,REP,Treasurer,,Putnam,55,Murphy Park Building
Mark Greenberg,REP,Comptroller,,Putnam,85,Murphy Park Building
Kurt Miller,REP,Comptroller,,Putnam,68,Murphy Park Building
Sue Hatfield,REP,Attorney General,,Putnam,131,Murphy Park Building
John Shaban,REP,Attorney General,,Putnam,26,Murphy Park Building
Mark Boughton,REP,Governor,,Putnam,11,Town Garage
Timothy M Herbst,REP,Governor,,Putnam,49,Town Garage
Steve Obsitnik,REP,Governor,,Putnam,9,Town Garage
Bob Stefanowski,REP,Governor,,Putnam,24,Town Garage
David Stemerman,REP,Governor,,Putnam,22,Town Garage
Joe Markley,REP,Lieutenant Governor,,Putnam,58,Town Garage
Jayme Stevenson,REP,Lieutenant Governor,,Putnam,17,Town Garage
Erin E Stewart,REP,Lieutenant Governor,,Putnam,32,Town Garage
Matthew Corey,REP,United States Senator,,Putnam,82,Town Garage
Dominic Rapini,REP,United States Senator,,Putnam,22,Town Garage
Thad Gray,REP,Treasurer,,Putnam,67,Town Garage
Art Linares,REP,Treasurer,,Putnam,42,Town Garage
Mark Greenberg,REP,Comptroller,,Putnam,57,Town Garage
Kurt Miller,REP,Comptroller,,Putnam,49,Town Garage
Sue Hatfield,REP,Attorney General,,Putnam,81,Town Garage
John Shaban,REP,Attorney General,,Putnam,28,Town Garage
Mark Boughton,REP,Governor,,Redding,251,Redding Community Center
Timothy M Herbst,REP,Governor,,Redding,53,Redding Community Center
Steve Obsitnik,REP,Governor,,Redding,44,Redding Community Center
Bob Stefanowski,REP,Governor,,Redding,138,Redding Community Center
David Stemerman,REP,Governor,,Redding,79,Redding Community Center
Joe Markley,REP,Lieutenant Governor,,Redding,273,Redding Community Center
Jayme Stevenson,REP,Lieutenant Governor,,Redding,142,Redding Community Center
Erin E Stewart,REP,Lieutenant Governor,,Redding,133,Redding Community Center
Matthew Corey,REP,United States Senator,,Redding,421,Redding Community Center
Dominic Rapini,REP,United States Senator,,Redding,98,Redding Community Center
Thad Gray,REP,Treasurer,,Redding,362,Redding Community Center
Art Linares,REP,Treasurer,,Redding,158,Redding Community Center
Mark Greenberg,REP,Comptroller,,Redding,193,Redding Community Center
Kurt Miller,REP,Comptroller,,Redding,326,Redding Community Center
Sue Hatfield,REP,Attorney General,,Redding,296,Redding Community Center
John Shaban,REP,Attorney General,,Redding,252,Redding Community Center
Mark Boughton,REP,Governor,,Redding,0,Redding Community Center 2
Timothy M Herbst,REP,Governor,,Redding,0,Redding Community Center 2
Steve Obsitnik,REP,Governor,,Redding,0,Redding Community Center 2
Bob Stefanowski,REP,Governor,,Redding,0,Redding Community Center 2
David Stemerman,REP,Governor,,Redding,0,Redding Community Center 2
Joe Markley,REP,Lieutenant Governor,,Redding,0,Redding Community Center 2
Jayme Stevenson,REP,Lieutenant Governor,,Redding,0,Redding Community Center 2
Erin E Stewart,REP,Lieutenant Governor,,Redding,0,Redding Community Center 2
Matthew Corey,REP,United States Senator,,Redding,0,Redding Community Center 2
Dominic Rapini,REP,United States Senator,,Redding,0,Redding Community Center 2
Thad Gray,REP,Treasurer,,Redding,0,Redding Community Center 2
Art Linares,REP,Treasurer,,Redding,0,Redding Community Center 2
Mark Greenberg,REP,Comptroller,,Redding,0,Redding Community Center 2
Kurt Miller,REP,Comptroller,,Redding,0,Redding Community Center 2
Sue Hatfield,REP,Attorney General,,Redding,0,Redding Community Center 2
John Shaban,REP,Attorney General,,Redding,0,Redding Community Center 2
Mark Boughton,REP,Governor,,Ridgefield,234,East Ridge Middle School - 1
Timothy M Herbst,REP,Governor,,Ridgefield,45,East Ridge Middle School - 1
Steve Obsitnik,REP,Governor,,Ridgefield,38,East Ridge Middle School - 1
Bob Stefanowski,REP,Governor,,Ridgefield,105,East Ridge Middle School - 1
David Stemerman,REP,Governor,,Ridgefield,87,East Ridge Middle School - 1
Joe Markley,REP,Lieutenant Governor,,Ridgefield,294,East Ridge Middle School - 1
Jayme Stevenson,REP,Lieutenant Governor,,Ridgefield,111,East Ridge Middle School - 1
Erin E Stewart,REP,Lieutenant Governor,,Ridgefield,72,East Ridge Middle School - 1
Matthew Corey,REP,United States Senator,,Ridgefield,379,East Ridge Middle School - 1
Dominic Rapini,REP,United States Senator,,Ridgefield,72,East Ridge Middle School - 1
Thad Gray,REP,Treasurer,,Ridgefield,351,East Ridge Middle School - 1
Art Linares,REP,Treasurer,,Ridgefield,107,East Ridge Middle School - 1
Mark Greenberg,REP,Comptroller,,Ridgefield,146,East Ridge Middle School - 1
Kurt Miller,REP,Comptroller,,Ridgefield,309,East Ridge Middle School - 1
Sue Hatfield,REP,Attorney General,,Ridgefield,372,East Ridge Middle School - 1
John Shaban,REP,Attorney General,,Ridgefield,94,East Ridge Middle School - 1
Mark Boughton,REP,Governor,,Ridgefield,257,Scotts Ridge Middle School - 2
Timothy M Herbst,REP,Governor,,Ridgefield,46,Scotts Ridge Middle School - 2
Steve Obsitnik,REP,Governor,,Ridgefield,40,Scotts Ridge Middle School - 2
Bob Stefanowski,REP,Governor,,Ridgefield,108,Scotts Ridge Middle School - 2
David Stemerman,REP,Governor,,Ridgefield,50,Scotts Ridge Middle School - 2
Joe Markley,REP,Lieutenant Governor,,Ridgefield,277,Scotts Ridge Middle School - 2
Jayme Stevenson,REP,Lieutenant Governor,,Ridgefield,121,Scotts Ridge Middle School - 2
Erin E Stewart,REP,Lieutenant Governor,,Ridgefield,73,Scotts Ridge Middle School - 2
Matthew Corey,REP,United States Senator,,Ridgefield,372,Scotts Ridge Middle School - 2
Dominic Rapini,REP,United States Senator,,Ridgefield,74,Scotts Ridge Middle School - 2
Thad Gray,REP,Treasurer,,Ridgefield,321,Scotts Ridge Middle School - 2
Art Linares,REP,Treasurer,,Ridgefield,130,Scotts Ridge Middle School - 2
Mark Greenberg,REP,Comptroller,,Ridgefield,125,Scotts Ridge Middle School - 2
Kurt Miller,REP,Comptroller,,Ridgefield,324,Scotts Ridge Middle School - 2
Sue Hatfield,REP,Attorney General,,Ridgefield,367,Scotts Ridge Middle School - 2
John Shaban,REP,Attorney General,,Ridgefield,82,Scotts Ridge Middle School - 2
Mark Boughton,REP,Governor,,Ridgefield,29,Scotts Ridge Middle School - 4
Timothy M Herbst,REP,Governor,,Ridgefield,4,Scotts Ridge Middle School - 4
Steve Obsitnik,REP,Governor,,Ridgefield,9,Scotts Ridge Middle School - 4
Bob Stefanowski,REP,Governor,,Ridgefield,10,Scotts Ridge Middle School - 4
David Stemerman,REP,Governor,,Ridgefield,6,Scotts Ridge Middle School - 4
Joe Markley,REP,Lieutenant Governor,,Ridgefield,29,Scotts Ridge Middle School - 4
Jayme Stevenson,REP,Lieutenant Governor,,Ridgefield,14,Scotts Ridge Middle School - 4
Erin E Stewart,REP,Lieutenant Governor,,Ridgefield,11,Scotts Ridge Middle School - 4
Matthew Corey,REP,United States Senator,,Ridgefield,41,Scotts Ridge Middle School - 4
Dominic Rapini,REP,United States Senator,,Ridgefield,10,Scotts Ridge Middle School - 4
Thad Gray,REP,Treasurer,,Ridgefield,42,Scotts Ridge Middle School - 4
Art Linares,REP,Treasurer,,Ridgefield,8,Scotts Ridge Middle School - 4
Mark Greenberg,REP,Comptroller,,Ridgefield,12,Scotts Ridge Middle School - 4
Kurt Miller,REP,Comptroller,,Ridgefield,41,Scotts Ridge Middle School - 4
Sue Hatfield,REP,Attorney General,,Ridgefield,44,Scotts Ridge Middle School - 4
John Shaban,REP,Attorney General,,Ridgefield,8,Scotts Ridge Middle School - 4
Mark Boughton,REP,Governor,,Ridgefield,171,Yanity Gym - 3
Timothy M Herbst,REP,Governor,,Ridgefield,37,Yanity Gym - 3
Steve Obsitnik,REP,Governor,,Ridgefield,37,Yanity Gym - 3
Bob Stefanowski,REP,Governor,,Ridgefield,87,Yanity Gym - 3
David Stemerman,REP,Governor,,Ridgefield,78,Yanity Gym - 3
Joe Markley,REP,Lieutenant Governor,,Ridgefield,238,Yanity Gym - 3
Jayme Stevenson,REP,Lieutenant Governor,,Ridgefield,82,Yanity Gym - 3
Erin E Stewart,REP,Lieutenant Governor,,Ridgefield,70,Yanity Gym - 3
Matthew Corey,REP,United States Senator,,Ridgefield,295,Yanity Gym - 3
Dominic Rapini,REP,United States Senator,,Ridgefield,74,Yanity Gym - 3
Thad Gray,REP,Treasurer,,Ridgefield,262,Yanity Gym - 3
Art Linares,REP,Treasurer,,Ridgefield,109,Yanity Gym - 3
Mark Greenberg,REP,Comptroller,,Ridgefield,122,Yanity Gym - 3
Kurt Miller,REP,Comptroller,,Ridgefield,243,Yanity Gym - 3
Sue Hatfield,REP,Attorney General,,Ridgefield,301,Yanity Gym - 3
John Shaban,REP,Attorney General,,Ridgefield,67,Yanity Gym - 3
Mark Boughton,REP,Governor,,Rocky Hill,31,Griswold Middle School
Timothy M Herbst,REP,Governor,,Rocky Hill,38,Griswold Middle School
Steve Obsitnik,REP,Governor,,Rocky Hill,19,Griswold Middle School
Bob Stefanowski,REP,Governor,,Rocky Hill,67,Griswold Middle School
David Stemerman,REP,Governor,,Rocky Hill,61,Griswold Middle School
Joe Markley,REP,Lieutenant Governor,,Rocky Hill,90,Griswold Middle School
Jayme Stevenson,REP,Lieutenant Governor,,Rocky Hill,25,Griswold Middle School
Erin E Stewart,REP,Lieutenant Governor,,Rocky Hill,98,Griswold Middle School
Matthew Corey,REP,United States Senator,,Rocky Hill,159,Griswold Middle School
Dominic Rapini,REP,United States Senator,,Rocky Hill,33,Griswold Middle School
Ed Charamut,REP,State Senate,9,Rocky Hill,161,Griswold Middle School
