candidate,party,office,district,town,votes,precinct
Paul Passarelli,Libertarian Party,Comptroller,,Plainville,33,Linden Street School
Edward G Heflin,Green Party,Comptroller,,Plainville,21,Linden Street School
Kevin Lembo,Democratic Party,Comptroller,,Plainville,912,Our Lady Of Mercy Parish Hall
Kurt Miller,Republican Party,Comptroller,,Plainville,906,Our Lady Of Mercy Parish Hall
Kevin Lembo,Working Families Party,Comptroller,,Plainville,45,Our Lady Of Mercy Parish Hall
Kurt Miller,Independent Party,Comptroller,,Plainville,64,Our Lady Of Mercy Parish Hall
Paul Passarelli,Libertarian Party,Comptroller,,Plainville,20,Our Lady Of Mercy Parish Hall
Edward G Heflin,Green Party,Comptroller,,Plainville,16,Our Lady Of Mercy Parish Hall
Kevin Lembo,Democratic Party,Comptroller,,Plainville,567,Toffolon School
Kurt Miller,Republican Party,Comptroller,,Plainville,711,Toffolon School
Kevin Lembo,Working Families Party,Comptroller,,Plainville,21,Toffolon School
Kurt Miller,Independent Party,Comptroller,,Plainville,40,Toffolon School
Paul Passarelli,Libertarian Party,Comptroller,,Plainville,16,Toffolon School
Edward G Heflin,Green Party,Comptroller,,Plainville,7,Toffolon School
Kevin Lembo,Democratic Party,Comptroller,,Plainville,785,Wheeler School
Kurt Miller,Republican Party,Comptroller,,Plainville,784,Wheeler School
Kevin Lembo,Working Families Party,Comptroller,,Plainville,33,Wheeler School
Kurt Miller,Independent Party,Comptroller,,Plainville,38,Wheeler School
Paul Passarelli,Libertarian Party,Comptroller,,Plainville,17,Wheeler School
Edward G Heflin,Green Party,Comptroller,,Plainville,14,Wheeler School
Kevin Lembo,Democratic Party,Comptroller,,Plymouth,1486,Terryville High School
Kurt Miller,Republican Party,Comptroller,,Plymouth,2578,Terryville High School
Kevin Lembo,Working Families Party,Comptroller,,Plymouth,90,Terryville High School
Kurt Miller,Independent Party,Comptroller,,Plymouth,73,Terryville High School
Paul Passarelli,Libertarian Party,Comptroller,,Plymouth,53,Terryville High School
Edward G Heflin,Green Party,Comptroller,,Plymouth,31,Terryville High School
Kevin Lembo,Democratic Party,Comptroller,,Pomfret,991,Pomfret Community School
Kurt Miller,Republican Party,Comptroller,,Pomfret,829,Pomfret Community School
Kevin Lembo,Working Families Party,Comptroller,,Pomfret,41,Pomfret Community School
Kurt Miller,Independent Party,Comptroller,,Pomfret,49,Pomfret Community School
Paul Passarelli,Libertarian Party,Comptroller,,Pomfret,20,Pomfret Community School
Edward G Heflin,Green Party,Comptroller,,Pomfret,12,Pomfret Community School
Kevin Lembo,Democratic Party,Comptroller,,Portland,2261,Portland Middle School
Kurt Miller,Republican Party,Comptroller,,Portland,2056,Portland Middle School
Kevin Lembo,Working Families Party,Comptroller,,Portland,133,Portland Middle School
Kurt Miller,Independent Party,Comptroller,,Portland,67,Portland Middle School
Paul Passarelli,Libertarian Party,Comptroller,,Portland,35,Portland Middle School
Edward G Heflin,Green Party,Comptroller,,Portland,40,Portland Middle School
Kevin Lembo,Democratic Party,Comptroller,,Preston,830,Town Hall
Kurt Miller,Republican Party,Comptroller,,Preston,1100,Town Hall
Kevin Lembo,Working Families Party,Comptroller,,Preston,50,Town Hall
Kurt Miller,Independent Party,Comptroller,,Preston,49,Town Hall
Paul Passarelli,Libertarian Party,Comptroller,,Preston,38,Town Hall
Edward G Heflin,Green Party,Comptroller,,Preston,22,Town Hall
Kevin Lembo,Democratic Party,Comptroller,,Prospect,848,Community Center
Kurt Miller,Republican Party,Comptroller,,Prospect,1539,Community Center
Kevin Lembo,Working Families Party,Comptroller,,Prospect,46,Community Center
Kurt Miller,Independent Party,Comptroller,,Prospect,40,Community Center
Paul Passarelli,Libertarian Party,Comptroller,,Prospect,19,Community Center
Edward G Heflin,Green Party,Comptroller,,Prospect,14,Community Center
Kevin Lembo,Democratic Party,Comptroller,,Prospect,646,Prospect Firehouse
Kurt Miller,Republican Party,Comptroller,,Prospect,1476,Prospect Firehouse
Kevin Lembo,Working Families Party,Comptroller,,Prospect,49,Prospect Firehouse
Kurt Miller,Independent Party,Comptroller,,Prospect,41,Prospect Firehouse
Paul Passarelli,Libertarian Party,Comptroller,,Prospect,26,Prospect Firehouse
Edward G Heflin,Green Party,Comptroller,,Prospect,11,Prospect Firehouse
Kevin Lembo,Democratic Party,Comptroller,,Putnam,1019,Murphy Park Building
Kurt Miller,Republican Party,Comptroller,,Putnam,811,Murphy Park Building
Kevin Lembo,Working Families Party,Comptroller,,Putnam,70,Murphy Park Building
Kurt Miller,Independent Party,Comptroller,,Putnam,50,Murphy Park Building
Paul Passarelli,Libertarian Party,Comptroller,,Putnam,36,Murphy Park Building
Edward G Heflin,Green Party,Comptroller,,Putnam,14,Murphy Park Building
Kevin Lembo,Democratic Party,Comptroller,,Putnam,385,Town Garage
Kurt Miller,Republican Party,Comptroller,,Putnam,540,Town Garage
Kevin Lembo,Working Families Party,Comptroller,,Putnam,24,Town Garage
Kurt Miller,Independent Party,Comptroller,,Putnam,36,Town Garage
Paul Passarelli,Libertarian Party,Comptroller,,Putnam,12,Town Garage
Edward G Heflin,Green Party,Comptroller,,Putnam,7,Town Garage
Kevin Lembo,Democratic Party,Comptroller,,Redding,1726,Redding Community Center
Kurt Miller,Republican Party,Comptroller,,Redding,1279,Redding Community Center
Kevin Lembo,Working Families Party,Comptroller,,Redding,27,Redding Community Center
Kurt Miller,Independent Party,Comptroller,,Redding,49,Redding Community Center
Paul Passarelli,Libertarian Party,Comptroller,,Redding,19,Redding Community Center
Edward G Heflin,Green Party,Comptroller,,Redding,21,Redding Community Center
Kevin Lembo,Democratic Party,Comptroller,,Redding,846,Redding Community Center 2
Kurt Miller,Republican Party,Comptroller,,Redding,677,Redding Community Center 2
Kevin Lembo,Working Families Party,Comptroller,,Redding,25,Redding Community Center 2
Kurt Miller,Independent Party,Comptroller,,Redding,28,Redding Community Center 2
Paul Passarelli,Libertarian Party,Comptroller,,Redding,17,Redding Community Center 2
Edward G Heflin,Green Party,Comptroller,,Redding,12,Redding Community Center 2
Kevin Lembo,Democratic Party,Comptroller,,Ridgefield,2286,East Ridge Middle School - 1
Kurt Miller,Republican Party,Comptroller,,Ridgefield,1990,East Ridge Middle School - 1
Kevin Lembo,Working Families Party,Comptroller,,Ridgefield,35,East Ridge Middle School - 1
Kurt Miller,Independent Party,Comptroller,,Ridgefield,95,East Ridge Middle School - 1
Paul Passarelli,Libertarian Party,Comptroller,,Ridgefield,32,East Ridge Middle School - 1
Edward G Heflin,Green Party,Comptroller,,Ridgefield,16,East Ridge Middle School - 1
Kevin Lembo,Democratic Party,Comptroller,,Ridgefield,2099,Scotts Ridge Middle School - 2
Kurt Miller,Republican Party,Comptroller,,Ridgefield,1721,Scotts Ridge Middle School - 2
Kevin Lembo,Working Families Party,Comptroller,,Ridgefield,29,Scotts Ridge Middle School - 2
Kurt Miller,Independent Party,Comptroller,,Ridgefield,84,Scotts Ridge Middle School - 2
Paul Passarelli,Libertarian Party,Comptroller,,Ridgefield,26,Scotts Ridge Middle School - 2
Edward G Heflin,Green Party,Comptroller,,Ridgefield,17,Scotts Ridge Middle School - 2
Kevin Lembo,Democratic Party,Comptroller,,Ridgefield,247,Scotts Ridge Middle School - 4
Kurt Miller,Republican Party,Comptroller,,Ridgefield,254,Scotts Ridge Middle School - 4
Kevin Lembo,Working Families Party,Comptroller,,Ridgefield,0,Scotts Ridge Middle School - 4
Kurt Miller,Independent Party,Comptroller,,Ridgefield,12,Scotts Ridge Middle School - 4
Paul Passarelli,Libertarian Party,Comptroller,,Ridgefield,6,Scotts Ridge Middle School - 4
Edward G Heflin,Green Party,Comptroller,,Ridgefield,2,Scotts Ridge Middle School - 4
Kevin Lembo,Democratic Party,Comptroller,,Ridgefield,1887,Yanity Gym - 3
Kurt Miller,Republican Party,Comptroller,,Ridgefield,1496,Yanity Gym - 3
Kevin Lembo,Working Families Party,Comptroller,,Ridgefield,24,Yanity Gym - 3
Kurt Miller,Independent Party,Comptroller,,Ridgefield,83,Yanity Gym - 3
Paul Passarelli,Libertarian Party,Comptroller,,Ridgefield,37,Yanity Gym - 3
Edward G Heflin,Green Party,Comptroller,,Ridgefield,19,Yanity Gym - 3
Kevin Lembo,Democratic Party,Comptroller,,Rocky Hill,969,Griswold Middle School
Kurt Miller,Republican Party,Comptroller,,Rocky Hill,863,Griswold Middle School
Kevin Lembo,Working Families Party,Comptroller,,Rocky Hill,27,Griswold Middle School
Kurt Miller,Independent Party,Comptroller,,Rocky Hill,30,Griswold Middle School
Paul Passarelli,Libertarian Party,Comptroller,,Rocky Hill,21,Griswold Middle School
Edward G Heflin,Green Party,Comptroller,,Rocky Hill,18,Griswold Middle School
Kevin Lembo,Democratic Party,Comptroller,,Rocky Hill,1472,Rocky Hill Community Center
Kurt Miller,Republican Party,Comptroller,,Rocky Hill,1041,Rocky Hill Community Center
Kevin Lembo,Working Families Party,Comptroller,,Rocky Hill,58,Rocky Hill Community Center
Kurt Miller,Independent Party,Comptroller,,Rocky Hill,33,Rocky Hill Community Center
Paul Passarelli,Libertarian Party,Comptroller,,Rocky Hill,33,Rocky Hill Community Center
Edward G Heflin,Green Party,Comptroller,,Rocky Hill,24,Rocky Hill Community Center
Kevin Lembo,Democratic Party,Comptroller,,Rocky Hill,1758,West Hill School
Kurt Miller,Republican Party,Comptroller,,Rocky Hill,1732,West Hill School
Kevin Lembo,Working Families Party,Comptroller,,Rocky Hill,61,West Hill School
Kurt Miller,Independent Party,Comptroller,,Rocky Hill,40,West Hill School
Paul Passarelli,Libertarian Party,Comptroller,,Rocky Hill,27,West Hill School
Edward G Heflin,Green Party,Comptroller,,Rocky Hill,25,West Hill School
Kevin Lembo,Democratic Party,Comptroller,,Roxbury,651,Roxbury Town Hall
Kurt Miller,Republican Party,Comptroller,,Roxbury,598,Roxbury Town Hall
Kevin Lembo,Working Families Party,Comptroller,,Roxbury,28,Roxbury Town Hall
Kurt Miller,Independent Party,Comptroller,,Roxbury,15,Roxbury Town Hall
Paul Passarelli,Libertarian Party,Comptroller,,Roxbury,13,Roxbury Town Hall
Edward G Heflin,Green Party,Comptroller,,Roxbury,7,Roxbury Town Hall
Kevin Lembo,Democratic Party,Comptroller,,Salem,880,Salem Town Office Building
Kurt Miller,Republican Party,Comptroller,,Salem,1016,Salem Town Office Building
Kevin Lembo,Working Families Party,Comptroller,,Salem,33,Salem Town Office Building
Kurt Miller,Independent Party,Comptroller,,Salem,58,Salem Town Office Building
Paul Passarelli,Libertarian Party,Comptroller,,Salem,19,Salem Town Office Building
Edward G Heflin,Green Party,Comptroller,,Salem,7,Salem Town Office Building
Kevin Lembo,Democratic Party,Comptroller,,Salisbury,1453,Town Hall
Kurt Miller,Republican Party,Comptroller,,Salisbury,499,Town Hall
Kevin Lembo,Working Families Party,Comptroller,,Salisbury,42,Town Hall
Kurt Miller,Independent Party,Comptroller,,Salisbury,44,Town Hall
Paul Passarelli,Libertarian Party,Comptroller,,Salisbury,14,Town Hall
Edward G Heflin,Green Party,Comptroller,,Salisbury,20,Town Hall
Kevin Lembo,Democratic Party,Comptroller,,Scotland,297,Firehouse/community Center
Kurt Miller,Republican Party,Comptroller,,Scotland,390,Firehouse/community Center
Kevin Lembo,Working Families Party,Comptroller,,Scotland,18,Firehouse/community Center
Kurt Miller,Independent Party,Comptroller,,Scotland,25,Firehouse/community Center
Paul Passarelli,Libertarian Party,Comptroller,,Scotland,10,Firehouse/community Center
Edward G Heflin,Green Party,Comptroller,,Scotland,11,Firehouse/community Center
Kevin Lembo,Democratic Party,Comptroller,,Seymour,1046,District 1 Community Center
Kurt Miller,Republican Party,Comptroller,,Seymour,1899,District 1 Community Center
Kevin Lembo,Working Families Party,Comptroller,,Seymour,67,District 1 Community Center
Kurt Miller,Independent Party,Comptroller,,Seymour,69,District 1 Community Center
Paul Passarelli,Libertarian Party,Comptroller,,Seymour,31,District 1 Community Center
Edward G Heflin,Green Party,Comptroller,,Seymour,15,District 1 Community Center
Kevin Lembo,Democratic Party,Comptroller,,Seymour,431,District 2 Seymour Middle School
Kurt Miller,Republican Party,Comptroller,,Seymour,1063,District 2 Seymour Middle School
Kevin Lembo,Working Families Party,Comptroller,,Seymour,25,District 2 Seymour Middle School
Kurt Miller,Independent Party,Comptroller,,Seymour,40,District 2 Seymour Middle School
Paul Passarelli,Libertarian Party,Comptroller,,Seymour,15,District 2 Seymour Middle School
Edward G Heflin,Green Party,Comptroller,,Seymour,11,District 2 Seymour Middle School
Kevin Lembo,Democratic Party,Comptroller,,Seymour,737,District 3 Chatfield-Lopresti School
Kurt Miller,Republican Party,Comptroller,,Seymour,1280,District 3 Chatfield-Lopresti School
Kevin Lembo,Working Families Party,Comptroller,,Seymour,46,District 3 Chatfield-Lopresti School
Kurt Miller,Independent Party,Comptroller,,Seymour,66,District 3 Chatfield-Lopresti School
Paul Passarelli,Libertarian Party,Comptroller,,Seymour,24,District 3 Chatfield-Lopresti School
Edward G Heflin,Green Party,Comptroller,,Seymour,13,District 3 Chatfield-Lopresti School
Kevin Lembo,Democratic Party,Comptroller,,Sharon,776,Sharon Town Hall
Kurt Miller,Republican Party,Comptroller,,Sharon,469,Sharon Town Hall
Kevin Lembo,Working Families Party,Comptroller,,Sharon,34,Sharon Town Hall
Kurt Miller,Independent Party,Comptroller,,Sharon,29,Sharon Town Hall
Paul Passarelli,Libertarian Party,Comptroller,,Sharon,3,Sharon Town Hall
Edward G Heflin,Green Party,Comptroller,,Sharon,11,Sharon Town Hall
Kevin Lembo,Democratic Party,Comptroller,,Shelton,1484,Elizabeth Shelton School
Kurt Miller,Republican Party,Comptroller,,Shelton,2948,Elizabeth Shelton School
Kevin Lembo,Working Families Party,Comptroller,,Shelton,39,Elizabeth Shelton School
Kurt Miller,Independent Party,Comptroller,,Shelton,70,Elizabeth Shelton School
Paul Passarelli,Libertarian Party,Comptroller,,Shelton,49,Elizabeth Shelton School
Edward G Heflin,Green Party,Comptroller,,Shelton,26,Elizabeth Shelton School
Kevin Lembo,Democratic Party,Comptroller,,Shelton,1542,Long Hill School
Kurt Miller,Republican Party,Comptroller,,Shelton,2101,Long Hill School
Kevin Lembo,Working Families Party,Comptroller,,Shelton,47,Long Hill School
Kurt Miller,Independent Party,Comptroller,,Shelton,57,Long Hill School
Paul Passarelli,Libertarian Party,Comptroller,,Shelton,31,Long Hill School
Edward G Heflin,Green Party,Comptroller,,Shelton,16,Long Hill School
Kevin Lembo,Democratic Party,Comptroller,,Shelton,1336,Mohegan School
Kurt Miller,Republican Party,Comptroller,,Shelton,2542,Mohegan School
Kevin Lembo,Working Families Party,Comptroller,,Shelton,39,Mohegan School
Kurt Miller,Independent Party,Comptroller,,Shelton,52,Mohegan School
Paul Passarelli,Libertarian Party,Comptroller,,Shelton,36,Mohegan School
Edward G Heflin,Green Party,Comptroller,,Shelton,31,Mohegan School
Kevin Lembo,Democratic Party,Comptroller,,Shelton,347,Shelton Intermediate School
Kevin Lembo,Democratic Party,Comptroller,,Shelton,1713,Shelton Intermediate School
Kurt Miller,Republican Party,Comptroller,,Shelton,460,Shelton Intermediate School
Kurt Miller,Republican Party,Comptroller,,Shelton,2069,Shelton Intermediate School
Kevin Lembo,Working Families Party,Comptroller,,Shelton,24,Shelton Intermediate School
Kevin Lembo,Working Families Party,Comptroller,,Shelton,59,Shelton Intermediate School
Kurt Miller,Independent Party,Comptroller,,Shelton,10,Shelton Intermediate School
Kurt Miller,Independent Party,Comptroller,,Shelton,57,Shelton Intermediate School
Paul Passarelli,Libertarian Party,Comptroller,,Shelton,5,Shelton Intermediate School
Paul Passarelli,Libertarian Party,Comptroller,,Shelton,51,Shelton Intermediate School
Edward G Heflin,Green Party,Comptroller,,Shelton,9,Shelton Intermediate School
Edward G Heflin,Green Party,Comptroller,,Shelton,26,Shelton Intermediate School
Kevin Lembo,Democratic Party,Comptroller,,Sherman,864,Emerg Services Facility - Firehouse- Upper Level
Kurt Miller,Republican Party,Comptroller,,Sherman,858,Emerg Services Facility - Firehouse- Upper Level
Kevin Lembo,Working Families Party,Comptroller,,Sherman,26,Emerg Services Facility - Firehouse- Upper Level
Kurt Miller,Independent Party,Comptroller,,Sherman,28,Emerg Services Facility - Firehouse- Upper Level
Paul Passarelli,Libertarian Party,Comptroller,,Sherman,15,Emerg Services Facility - Firehouse- Upper Level
