town,precinct,office,district,party,candidate,votes
New Haven,New Haven 16-0-11-095,Treasurer,,R,Tim Herbst,40
New Haven,New Haven 17-0-11-097,Treasurer,,R,Tim Herbst,218
New Haven,New Haven 18-0-11-097,Treasurer,,R,Tim Herbst,410
New Haven,New Haven 19-1-10-094,Treasurer,,R,Tim Herbst,16
New Haven,New Haven 19-2-11-094,Treasurer,,R,Tim Herbst,64
New Haven,New Haven 20-2-10-094,Treasurer,,R,Tim Herbst,19
New Haven,New Haven 21-1-10-093,Treasurer,,R,Tim Herbst,7
New Haven,New Haven 22-1-10-093,Treasurer,,R,Tim Herbst,23
New Haven,New Haven 22-2-10-094,Treasurer,,R,Tim Herbst,26
New Haven,New Haven 23-0-10-092,Treasurer,,R,Tim Herbst,30
New Haven,New Haven 24-0-10-092,Treasurer,,R,Tim Herbst,62
New Haven,New Haven 25-0-10-092,Treasurer,,R,Tim Herbst,277
New Haven,New Haven 26-0-10-092,Treasurer,,R,Tim Herbst,192
New Haven,New Haven 27-1-10-092,Treasurer,,R,Tim Herbst,78
New Haven,New Haven 28-0-10-093,Treasurer,,R,Tim Herbst,62
New Haven,New Haven 29-0-10-093,Treasurer,,R,Tim Herbst,45
New Haven,New Haven 30-1-10-093,Treasurer,,R,Tim Herbst,9
New Haven,New Haven 30-2-10-093,Treasurer,,R,Tim Herbst,12
New Haven,New Haven CT,Treasurer,,R,Tim Herbst,2855
New Haven,New Haven 01-2-11-094,Treasurer,,IND,Tim Herbst,7
New Haven,New Haven 02-2-10-093,Treasurer,,IND,Tim Herbst,8
New Haven,New Haven 03-1-10-092,Treasurer,,IND,Tim Herbst,2
New Haven,New Haven 03-2-10-093,Treasurer,,IND,Tim Herbst,3
New Haven,New Haven 04-1-10-095,Treasurer,,IND,Tim Herbst,5
New Haven,New Haven 04-2-10-116,Treasurer,,IND,Tim Herbst,1
New Haven,New Haven 05-0-10-095,Treasurer,,IND,Tim Herbst,9
New Haven,New Haven 06-2-11-095,Treasurer,,IND,Tim Herbst,9
New Haven,New Haven 06-3-11-095,Treasurer,,IND,Tim Herbst,2
New Haven,New Haven 07-2-11-096,Treasurer,,IND,Tim Herbst,33
New Haven,New Haven 08-1-11-095,Treasurer,,IND,Tim Herbst,3
New Haven,New Haven 08-2-11-096,Treasurer,,IND,Tim Herbst,8
New Haven,New Haven 09-2-11-096,Treasurer,,IND,Tim Herbst,18
New Haven,New Haven 10-0-11-096,Treasurer,,IND,Tim Herbst,28
New Haven,New Haven 11-1-11-097,Treasurer,,IND,Tim Herbst,13
New Haven,New Haven 11-2-11-097,Treasurer,,IND,Tim Herbst,6
New Haven,New Haven 11-3-11-097,Treasurer,,IND,Tim Herbst,5
New Haven,New Haven 12-1-11-096,Treasurer,,IND,Tim Herbst,2
New Haven,New Haven 12-2-11-097,Treasurer,,IND,Tim Herbst,9
New Haven,New Haven 13-0-11-097,Treasurer,,IND,Tim Herbst,19
New Haven,New Haven 14-1-11-095,Treasurer,,IND,Tim Herbst,15
New Haven,New Haven 15-1-11-095,Treasurer,,IND,Tim Herbst,9
New Haven,New Haven 16-0-11-095,Treasurer,,IND,Tim Herbst,6
New Haven,New Haven 17-0-11-097,Treasurer,,IND,Tim Herbst,28
New Haven,New Haven 18-0-11-097,Treasurer,,IND,Tim Herbst,55
New Haven,New Haven 19-1-10-094,Treasurer,,IND,Tim Herbst,5
New Haven,New Haven 19-2-11-094,Treasurer,,IND,Tim Herbst,11
New Haven,New Haven 20-2-10-094,Treasurer,,IND,Tim Herbst,4
New Haven,New Haven 21-1-10-093,Treasurer,,IND,Tim Herbst,2
New Haven,New Haven 22-1-10-093,Treasurer,,IND,Tim Herbst,8
New Haven,New Haven 22-2-10-094,Treasurer,,IND,Tim Herbst,6
New Haven,New Haven 23-0-10-092,Treasurer,,IND,Tim Herbst,0
New Haven,New Haven 24-0-10-092,Treasurer,,IND,Tim Herbst,18
New Haven,New Haven 25-0-10-092,Treasurer,,IND,Tim Herbst,30
New Haven,New Haven 26-0-10-092,Treasurer,,IND,Tim Herbst,33
New Haven,New Haven 27-1-10-092,Treasurer,,IND,Tim Herbst,10
New Haven,New Haven 28-0-10-093,Treasurer,,IND,Tim Herbst,4
New Haven,New Haven 29-0-10-093,Treasurer,,IND,Tim Herbst,6
New Haven,New Haven 30-1-10-093,Treasurer,,IND,Tim Herbst,1
New Haven,New Haven 30-2-10-093,Treasurer,,IND,Tim Herbst,3
New Haven,New Haven CT,Treasurer,,IND,Tim Herbst,444
New Haven,New Haven 01-2-11-094,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 02-2-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 03-1-10-092,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 03-2-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 04-1-10-095,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 04-2-10-116,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 05-0-10-095,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 06-2-11-095,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 06-3-11-095,Treasurer,,UNK,Tim Herbst,2
New Haven,New Haven 07-2-11-096,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 08-1-11-095,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 08-2-11-096,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 09-2-11-096,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 10-0-11-096,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 11-1-11-097,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 11-2-11-097,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 11-3-11-097,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 12-1-11-096,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 12-2-11-097,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 13-0-11-097,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 14-1-11-095,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 15-1-11-095,Treasurer,,UNK,Tim Herbst,2
New Haven,New Haven 16-0-11-095,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 17-0-11-097,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 18-0-11-097,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 19-1-10-094,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 19-2-11-094,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 20-2-10-094,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 21-1-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 22-1-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 22-2-10-094,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 23-0-10-092,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 24-0-10-092,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 25-0-10-092,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 26-0-10-092,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 27-1-10-092,Treasurer,,UNK,Tim Herbst,1
New Haven,New Haven 28-0-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 29-0-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 30-1-10-093,Treasurer,,UNK,Tim Herbst,0
New Haven,New Haven 30-2-10-093,Treasurer,,UNK,Tim Herbst,3
New Haven,New Haven CT,Treasurer,,UNK,Tim Herbst,18
New Haven,New Haven 01-2-11-094,Treasurer,,D,Denise Nappier,203
New Haven,New Haven 02-2-10-093,Treasurer,,D,Denise Nappier,582
New Haven,New Haven 03-1-10-092,Treasurer,,D,Denise Nappier,401
New Haven,New Haven 03-2-10-093,Treasurer,,D,Denise Nappier,91
New Haven,New Haven 04-1-10-095,Treasurer,,D,Denise Nappier,394
New Haven,New Haven 04-2-10-116,Treasurer,,D,Denise Nappier,113
New Haven,New Haven 05-0-10-095,Treasurer,,D,Denise Nappier,468
New Haven,New Haven 06-2-11-095,Treasurer,,D,Denise Nappier,351
New Haven,New Haven 06-3-11-095,Treasurer,,D,Denise Nappier,111
New Haven,New Haven 07-2-11-096,Treasurer,,D,Denise Nappier,1151
New Haven,New Haven 08-1-11-095,Treasurer,,D,Denise Nappier,136
New Haven,New Haven 08-2-11-096,Treasurer,,D,Denise Nappier,596
New Haven,New Haven 09-2-11-096,Treasurer,,D,Denise Nappier,617
New Haven,New Haven 10-0-11-096,Treasurer,,D,Denise Nappier,1009
New Haven,New Haven 11-1-11-097,Treasurer,,D,Denise Nappier,503
New Haven,New Haven 11-2-11-097,Treasurer,,D,Denise Nappier,144
New Haven,New Haven 11-3-11-097,Treasurer,,D,Denise Nappier,169
New Haven,New Haven 12-1-11-096,Treasurer,,D,Denise Nappier,167
New Haven,New Haven 12-2-11-097,Treasurer,,D,Denise Nappier,439
New Haven,New Haven 13-0-11-097,Treasurer,,D,Denise Nappier,625
New Haven,New Haven 14-1-11-095,Treasurer,,D,Denise Nappier,412
New Haven,New Haven 15-1-11-095,Treasurer,,D,Denise Nappier,375
New Haven,New Haven 16-0-11-095,Treasurer,,D,Denise Nappier,370
New Haven,New Haven 17-0-11-097,Treasurer,,D,Denise Nappier,665
New Haven,New Haven 18-0-11-097,Treasurer,,D,Denise Nappier,788
New Haven,New Haven 19-1-10-094,Treasurer,,D,Denise Nappier,261
New Haven,New Haven 19-2-11-094,Treasurer,,D,Denise Nappier,374
New Haven,New Haven 20-2-10-094,Treasurer,,D,Denise Nappier,1003
New Haven,New Haven 21-1-10-093,Treasurer,,D,Denise Nappier,468
New Haven,New Haven 22-1-10-093,Treasurer,,D,Denise Nappier,335
New Haven,New Haven 22-2-10-094,Treasurer,,D,Denise Nappier,333
New Haven,New Haven 23-0-10-092,Treasurer,,D,Denise Nappier,635
New Haven,New Haven 24-0-10-092,Treasurer,,D,Denise Nappier,748
New Haven,New Haven 25-0-10-092,Treasurer,,D,Denise Nappier,1202
New Haven,New Haven 26-0-10-092,Treasurer,,D,Denise Nappier,1146
New Haven,New Haven 27-1-10-092,Treasurer,,D,Denise Nappier,625
New Haven,New Haven 28-0-10-093,Treasurer,,D,Denise Nappier,719
New Haven,New Haven 29-0-10-093,Treasurer,,D,Denise Nappier,673
New Haven,New Haven 30-1-10-093,Treasurer,,D,Denise Nappier,168
New Haven,New Haven 30-2-10-093,Treasurer,,D,Denise Nappier,430
New Haven,New Haven CT,Treasurer,,D,Denise Nappier,20000
New Haven,New Haven 01-2-11-094,Treasurer,,WF,Denise Nappier,8
New Haven,New Haven 02-2-10-093,Treasurer,,WF,Denise Nappier,51
New Haven,New Haven 03-1-10-092,Treasurer,,WF,Denise Nappier,10
New Haven,New Haven 03-2-10-093,Treasurer,,WF,Denise Nappier,8
New Haven,New Haven 04-1-10-095,Treasurer,,WF,Denise Nappier,9
New Haven,New Haven 04-2-10-116,Treasurer,,WF,Denise Nappier,4
New Haven,New Haven 05-0-10-095,Treasurer,,WF,Denise Nappier,24
New Haven,New Haven 06-2-11-095,Treasurer,,WF,Denise Nappier,18
New Haven,New Haven 06-3-11-095,Treasurer,,WF,Denise Nappier,3
New Haven,New Haven 07-2-11-096,Treasurer,,WF,Denise Nappier,192
New Haven,New Haven 08-1-11-095,Treasurer,,WF,Denise Nappier,14
New Haven,New Haven 08-2-11-096,Treasurer,,WF,Denise Nappier,80
New Haven,New Haven 09-2-11-096,Treasurer,,WF,Denise Nappier,86
New Haven,New Haven 10-0-11-096,Treasurer,,WF,Denise Nappier,129
New Haven,New Haven 11-1-11-097,Treasurer,,WF,Denise Nappier,18
New Haven,New Haven 11-2-11-097,Treasurer,,WF,Denise Nappier,18
New Haven,New Haven 11-3-11-097,Treasurer,,WF,Denise Nappier,11
New Haven,New Haven 12-1-11-096,Treasurer,,WF,Denise Nappier,5
New Haven,New Haven 12-2-11-097,Treasurer,,WF,Denise Nappier,27
New Haven,New Haven 13-0-11-097,Treasurer,,WF,Denise Nappier,55
New Haven,New Haven 14-1-11-095,Treasurer,,WF,Denise Nappier,28
New Haven,New Haven 15-1-11-095,Treasurer,,WF,Denise Nappier,28
New Haven,New Haven 16-0-11-095,Treasurer,,WF,Denise Nappier,9
New Haven,New Haven 17-0-11-097,Treasurer,,WF,Denise Nappier,34
New Haven,New Haven 18-0-11-097,Treasurer,,WF,Denise Nappier,76
New Haven,New Haven 19-1-10-094,Treasurer,,WF,Denise Nappier,21
New Haven,New Haven 19-2-11-094,Treasurer,,WF,Denise Nappier,24
New Haven,New Haven 20-2-10-094,Treasurer,,WF,Denise Nappier,32
New Haven,New Haven 21-1-10-093,Treasurer,,WF,Denise Nappier,11
New Haven,New Haven 22-1-10-093,Treasurer,,WF,Denise Nappier,21
New Haven,New Haven 22-2-10-094,Treasurer,,WF,Denise Nappier,24
New Haven,New Haven 23-0-10-092,Treasurer,,WF,Denise Nappier,40
New Haven,New Haven 24-0-10-092,Treasurer,,WF,Denise Nappier,47
New Haven,New Haven 25-0-10-092,Treasurer,,WF,Denise Nappier,114
New Haven,New Haven 26-0-10-092,Treasurer,,WF,Denise Nappier,51
New Haven,New Haven 27-1-10-092,Treasurer,,WF,Denise Nappier,35
New Haven,New Haven 28-0-10-093,Treasurer,,WF,Denise Nappier,35
New Haven,New Haven 29-0-10-093,Treasurer,,WF,Denise Nappier,26
New Haven,New Haven 30-1-10-093,Treasurer,,WF,Denise Nappier,4
New Haven,New Haven 30-2-10-093,Treasurer,,WF,Denise Nappier,11
New Haven,New Haven CT,Treasurer,,WF,Denise Nappier,1439
New Haven,New Haven 01-2-11-094,Treasurer,,UNK,Denise Nappier,0
New Haven,New Haven 02-2-10-093,Treasurer,,UNK,Denise Nappier,14
New Haven,New Haven 03-1-10-092,Treasurer,,UNK,Denise Nappier,17
New Haven,New Haven 03-2-10-093,Treasurer,,UNK,Denise Nappier,1
New Haven,New Haven 04-1-10-095,Treasurer,,UNK,Denise Nappier,15
New Haven,New Haven 04-2-10-116,Treasurer,,UNK,Denise Nappier,2
New Haven,New Haven 05-0-10-095,Treasurer,,UNK,Denise Nappier,16
New Haven,New Haven 06-2-11-095,Treasurer,,UNK,Denise Nappier,13
New Haven,New Haven 06-3-11-095,Treasurer,,UNK,Denise Nappier,3
New Haven,New Haven 07-2-11-096,Treasurer,,UNK,Denise Nappier,7
New Haven,New Haven 08-1-11-095,Treasurer,,UNK,Denise Nappier,9
New Haven,New Haven 08-2-11-096,Treasurer,,UNK,Denise Nappier,7
New Haven,New Haven 09-2-11-096,Treasurer,,UNK,Denise Nappier,11
New Haven,New Haven 10-0-11-096,Treasurer,,UNK,Denise Nappier,8
New Haven,New Haven 11-1-11-097,Treasurer,,UNK,Denise Nappier,20
New Haven,New Haven 11-2-11-097,Treasurer,,UNK,Denise Nappier,8
New Haven,New Haven 11-3-11-097,Treasurer,,UNK,Denise Nappier,48
New Haven,New Haven 12-1-11-096,Treasurer,,UNK,Denise Nappier,9
New Haven,New Haven 12-2-11-097,Treasurer,,UNK,Denise Nappier,17
New Haven,New Haven 13-0-11-097,Treasurer,,UNK,Denise Nappier,13
New Haven,New Haven 14-1-11-095,Treasurer,,UNK,Denise Nappier,13
New Haven,New Haven 15-1-11-095,Treasurer,,UNK,Denise Nappier,17
New Haven,New Haven 16-0-11-095,Treasurer,,UNK,Denise Nappier,9
New Haven,New Haven 17-0-11-097,Treasurer,,UNK,Denise Nappier,13
New Haven,New Haven 18-0-11-097,Treasurer,,UNK,Denise Nappier,11
New Haven,New Haven 19-1-10-094,Treasurer,,UNK,Denise Nappier,12
New Haven,New Haven 19-2-11-094,Treasurer,,UNK,Denise Nappier,1
New Haven,New Haven 20-2-10-094,Treasurer,,UNK,Denise Nappier,67
New Haven,New Haven 21-1-10-093,Treasurer,,UNK,Denise Nappier,18
New Haven,New Haven 22-1-10-093,Treasurer,,UNK,Denise Nappier,17
New Haven,New Haven 22-2-10-094,Treasurer,,UNK,Denise Nappier,15
New Haven,New Haven 23-0-10-092,Treasurer,,UNK,Denise Nappier,14
New Haven,New Haven 24-0-10-092,Treasurer,,UNK,Denise Nappier,10
New Haven,New Haven 25-0-10-092,Treasurer,,UNK,Denise Nappier,10
New Haven,New Haven 26-0-10-092,Treasurer,,UNK,Denise Nappier,28
New Haven,New Haven 27-1-10-092,Treasurer,,UNK,Denise Nappier,25
New Haven,New Haven 28-0-10-093,Treasurer,,UNK,Denise Nappier,41
New Haven,New Haven 29-0-10-093,Treasurer,,UNK,Denise Nappier,14
New Haven,New Haven 30-1-10-093,Treasurer,,UNK,Denise Nappier,4
New Haven,New Haven 30-2-10-093,Treasurer,,UNK,Denise Nappier,27
New Haven,New Haven CT,Treasurer,,UNK,Denise Nappier,604
New Haven,New Haven 01-2-11-094,Comptroller,,R,Sharon McLaughlin,24
New Haven,New Haven 02-2-10-093,Comptroller,,R,Sharon McLaughlin,46
New Haven,New Haven 03-1-10-092,Comptroller,,R,Sharon McLaughlin,31
New Haven,New Haven 03-2-10-093,Comptroller,,R,Sharon McLaughlin,5
New Haven,New Haven 04-1-10-095,Comptroller,,R,Sharon McLaughlin,21
New Haven,New Haven 04-2-10-116,Comptroller,,R,Sharon McLaughlin,7
New Haven,New Haven 05-0-10-095,Comptroller,,R,Sharon McLaughlin,37
New Haven,New Haven 06-2-11-095,Comptroller,,R,Sharon McLaughlin,52
New Haven,New Haven 06-3-11-095,Comptroller,,R,Sharon McLaughlin,10
New Haven,New Haven 07-2-11-096,Comptroller,,R,Sharon McLaughlin,154
New Haven,New Haven 08-1-11-095,Comptroller,,R,Sharon McLaughlin,10
New Haven,New Haven 08-2-11-096,Comptroller,,R,Sharon McLaughlin,80
New Haven,New Haven 09-2-11-096,Comptroller,,R,Sharon McLaughlin,81
New Haven,New Haven 10-0-11-096,Comptroller,,R,Sharon McLaughlin,109
New Haven,New Haven 11-1-11-097,Comptroller,,R,Sharon McLaughlin,90
New Haven,New Haven 11-2-11-097,Comptroller,,R,Sharon McLaughlin,29
New Haven,New Haven 11-3-11-097,Comptroller,,R,Sharon McLaughlin,32
New Haven,New Haven 12-1-11-096,Comptroller,,R,Sharon McLaughlin,40
New Haven,New Haven 12-2-11-097,Comptroller,,R,Sharon McLaughlin,47
New Haven,New Haven 13-0-11-097,Comptroller,,R,Sharon McLaughlin,125
New Haven,New Haven 14-1-11-095,Comptroller,,R,Sharon McLaughlin,50
New Haven,New Haven 15-1-11-095,Comptroller,,R,Sharon McLaughlin,38
New Haven,New Haven 16-0-11-095,Comptroller,,R,Sharon McLaughlin,37
New Haven,New Haven 17-0-11-097,Comptroller,,R,Sharon McLaughlin,203
New Haven,New Haven 18-0-11-097,Comptroller,,R,Sharon McLaughlin,363
New Haven,New Haven 19-1-10-094,Comptroller,,R,Sharon McLaughlin,15
New Haven,New Haven 19-2-11-094,Comptroller,,R,Sharon McLaughlin,50
New Haven,New Haven 20-2-10-094,Comptroller,,R,Sharon McLaughlin,22
New Haven,New Haven 21-1-10-093,Comptroller,,R,Sharon McLaughlin,8
New Haven,New Haven 22-1-10-093,Comptroller,,R,Sharon McLaughlin,22
New Haven,New Haven 22-2-10-094,Comptroller,,R,Sharon McLaughlin,25
New Haven,New Haven 23-0-10-092,Comptroller,,R,Sharon McLaughlin,33
New Haven,New Haven 24-0-10-092,Comptroller,,R,Sharon McLaughlin,56
New Haven,New Haven 25-0-10-092,Comptroller,,R,Sharon McLaughlin,234
New Haven,New Haven 26-0-10-092,Comptroller,,R,Sharon McLaughlin,165
New Haven,New Haven 27-1-10-092,Comptroller,,R,Sharon McLaughlin,69
New Haven,New Haven 28-0-10-093,Comptroller,,R,Sharon McLaughlin,55
New Haven,New Haven 29-0-10-093,Comptroller,,R,Sharon McLaughlin,38
New Haven,New Haven 30-1-10-093,Comptroller,,R,Sharon McLaughlin,5
New Haven,New Haven 30-2-10-093,Comptroller,,R,Sharon McLaughlin,13
New Haven,New Haven CT,Comptroller,,R,Sharon McLaughlin,2531
New Haven,New Haven 01-2-11-094,Comptroller,,IND,Sharon McLaughlin,3
New Haven,New Haven 02-2-10-093,Comptroller,,IND,Sharon McLaughlin,9
New Haven,New Haven 03-1-10-092,Comptroller,,IND,Sharon McLaughlin,3
New Haven,New Haven 03-2-10-093,Comptroller,,IND,Sharon McLaughlin,2
New Haven,New Haven 04-1-10-095,Comptroller,,IND,Sharon McLaughlin,5
New Haven,New Haven 04-2-10-116,Comptroller,,IND,Sharon McLaughlin,1
New Haven,New Haven 05-0-10-095,Comptroller,,IND,Sharon McLaughlin,9
New Haven,New Haven 06-2-11-095,Comptroller,,IND,Sharon McLaughlin,6
New Haven,New Haven 06-3-11-095,Comptroller,,IND,Sharon McLaughlin,1
New Haven,New Haven 07-2-11-096,Comptroller,,IND,Sharon McLaughlin,16
New Haven,New Haven 08-1-11-095,Comptroller,,IND,Sharon McLaughlin,5
New Haven,New Haven 08-2-11-096,Comptroller,,IND,Sharon McLaughlin,9
New Haven,New Haven 09-2-11-096,Comptroller,,IND,Sharon McLaughlin,12
New Haven,New Haven 10-0-11-096,Comptroller,,IND,Sharon McLaughlin,22
New Haven,New Haven 11-1-11-097,Comptroller,,IND,Sharon McLaughlin,19
New Haven,New Haven 11-2-11-097,Comptroller,,IND,Sharon McLaughlin,7
New Haven,New Haven 11-3-11-097,Comptroller,,IND,Sharon McLaughlin,3
New Haven,New Haven 12-1-11-096,Comptroller,,IND,Sharon McLaughlin,3
New Haven,New Haven 12-2-11-097,Comptroller,,IND,Sharon McLaughlin,6
New Haven,New Haven 13-0-11-097,Comptroller,,IND,Sharon McLaughlin,12
New Haven,New Haven 14-1-11-095,Comptroller,,IND,Sharon McLaughlin,13
New Haven,New Haven 15-1-11-095,Comptroller,,IND,Sharon McLaughlin,7
New Haven,New Haven 16-0-11-095,Comptroller,,IND,Sharon McLaughlin,3
New Haven,New Haven 17-0-11-097,Comptroller,,IND,Sharon McLaughlin,19
New Haven,New Haven 18-0-11-097,Comptroller,,IND,Sharon McLaughlin,39
New Haven,New Haven 19-1-10-094,Comptroller,,IND,Sharon McLaughlin,2
New Haven,New Haven 19-2-11-094,Comptroller,,IND,Sharon McLaughlin,10
New Haven,New Haven 20-2-10-094,Comptroller,,IND,Sharon McLaughlin,10
New Haven,New Haven 21-1-10-093,Comptroller,,IND,Sharon McLaughlin,4
New Haven,New Haven 22-1-10-093,Comptroller,,IND,Sharon McLaughlin,4
New Haven,New Haven 22-2-10-094,Comptroller,,IND,Sharon McLaughlin,1
New Haven,New Haven 23-0-10-092,Comptroller,,IND,Sharon McLaughlin,4
New Haven,New Haven 24-0-10-092,Comptroller,,IND,Sharon McLaughlin,11
New Haven,New Haven 25-0-10-092,Comptroller,,IND,Sharon McLaughlin,31
New Haven,New Haven 26-0-10-092,Comptroller,,IND,Sharon McLaughlin,23
New Haven,New Haven 27-1-10-092,Comptroller,,IND,Sharon McLaughlin,9
New Haven,New Haven 28-0-10-093,Comptroller,,IND,Sharon McLaughlin,2
New Haven,New Haven 29-0-10-093,Comptroller,,IND,Sharon McLaughlin,5
New Haven,New Haven 30-1-10-093,Comptroller,,IND,Sharon McLaughlin,1
New Haven,New Haven 30-2-10-093,Comptroller,,IND,Sharon McLaughlin,6
New Haven,New Haven CT,Comptroller,,IND,Sharon McLaughlin,357
New Haven,New Haven 01-2-11-094,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 02-2-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 03-1-10-092,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 03-2-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 04-1-10-095,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 04-2-10-116,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 05-0-10-095,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 06-2-11-095,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 06-3-11-095,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 07-2-11-096,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 08-1-11-095,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 08-2-11-096,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 09-2-11-096,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 10-0-11-096,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 11-1-11-097,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 11-2-11-097,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 11-3-11-097,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 12-1-11-096,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 12-2-11-097,Comptroller,,UNK,Sharon McLaughlin,4
New Haven,New Haven 13-0-11-097,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 14-1-11-095,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 15-1-11-095,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 16-0-11-095,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 17-0-11-097,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 18-0-11-097,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 19-1-10-094,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 19-2-11-094,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 20-2-10-094,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 21-1-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 22-1-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 22-2-10-094,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 23-0-10-092,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 24-0-10-092,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 25-0-10-092,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 26-0-10-092,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 27-1-10-092,Comptroller,,UNK,Sharon McLaughlin,1
New Haven,New Haven 28-0-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 29-0-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 30-1-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven 30-2-10-093,Comptroller,,UNK,Sharon McLaughlin,0
New Haven,New Haven CT,Comptroller,,UNK,Sharon McLaughlin,18
New Haven,New Haven 01-2-11-094,Comptroller,,D,Kevin Lembo,195
New Haven,New Haven 02-2-10-093,Comptroller,,D,Kevin Lembo,565
New Haven,New Haven 03-1-10-092,Comptroller,,D,Kevin Lembo,380
New Haven,New Haven 03-2-10-093,Comptroller,,D,Kevin Lembo,86
New Haven,New Haven 04-1-10-095,Comptroller,,D,Kevin Lembo,375
New Haven,New Haven 04-2-10-116,Comptroller,,D,Kevin Lembo,112
New Haven,New Haven 05-0-10-095,Comptroller,,D,Kevin Lembo,462
New Haven,New Haven 06-2-11-095,Comptroller,,D,Kevin Lembo,352
New Haven,New Haven 06-3-11-095,Comptroller,,D,Kevin Lembo,111
New Haven,New Haven 07-2-11-096,Comptroller,,D,Kevin Lembo,1149
New Haven,New Haven 08-1-11-095,Comptroller,,D,Kevin Lembo,133
